battle, country, colourname, role, militarybranch, type, notablecommander, commandstructure
owner, parentcompany, industry, locationcountry, type, locationcity, owningcompany
foundingdate, name, motto, location, foundingyear
country, chancellor, city, almamater-inv, state
nick, battle, country, militarybranch, aircraftelectronic, type
currentstatus, language, locationcity
country, chancellor, province, city, affiliation, campus, almamater-inv, type
formerbroadcastnetwork, otherchannel, analogchannel
party-inv, ideology, extinctionyear, mergedintoparty, nationalaffiliation
numberofstudents, location, foundingyear
facultysize, country, education-inv
genre, parentcompany, locationcity, subsidiary
nick, country, gender, state, type
splitfromparty, internationalaffiliation
abbreviation, regionserved, status
oversight, gender, motto, grades, type, religion
battle, aircraftattack, aircraftfighter, garrison, aircraftrecon, aircraftinterceptor, aircrafttrainer, aircrafttransport
foundingdate, name, agerange
network-inv, country, channel-inv, headquarter, language, locationcountry, owningcompany, sisterstation, distributor-inv, pictureformat
currentstatus, industry, slogan
battle, country, activeyearsstartyear, motto, type, militaryunit-inv
country, teachingstaff, mascot, state, ratio, teamname
iataairlinecode, icaoairlinecode, headquarter, targetairport, industry
battle, aircraftrecon, motto, aircrafttrainer, aircrafttransport
country, gender, averageclasssize, campustype, state, type
colourname, colour, affiliation, europeanparliamentgroup, ideology, europeanaffiliation, internationalaffiliation
targetairport, name, industry
keyperson, internationally, extinctionyear, type
parentcompany, internationally, foundedby, locationcity
country, campus, state, type, college-inv
fate, internationally, location, extinctionyear, foundationplace, regionserved
postalcode, grades, status
headquarter, motto, regionserved
publisher-inv, award-inv
country, formationyear, affiliation-inv, headquarter
leader, wgs84_pos#long, formationyear, headquarter, jurisdiction, location, type
country, affiliation, motto, type, coachedteam-inv
militarybranch-inv, motto, operator-inv, type, aircrafttrainer, march, aircrafttransport
facultysize, country, offeredclasses, language, staff, grades, type, alumni, postalcode, district, campustype, motto, location, sport
keyperson, revenue, assets, location, numberofemployees, type, netincome, equity, operatingincome
product, developer-inv, parentcompany, industry, locationcountry, locationcity
country, firstairdate, location, locationcountry, formerchannel, locationcity
product, parentcompany, location, extinctionyear
facultysize, country, city, chairman, staff, state, type
country, highschool-inv, state
colourname, role, mascot, militarybranch, motto, type, identificationsymbol
country, testaverage, county, campustype, state, type
country, colourname, role, garrison, militarybranch, type, identificationsymbol, battlehonours
country, formerbroadcastnetwork, effectiveradiatedpower, location, locationcountry, formerchannel, digitalchannel, locationcity
operator-inv, owner-inv, foundationplace
leader, wgs84_pos#long, headquarter, jurisdiction, name, location, wgs84_pos#lat, point, homepage
affiliation, almamater-inv, type, training-inv, athletics, school-inv, coachedteam-inv
publisher-inv, city, institution-inv, almamater-inv, state
foundingdate, affiliation, authority, motto, location, foundingyear
broadcastnetwork, country, formerbroadcastnetwork, effectiveradiatedpower, location, locationcountry, formerchannel, digitalchannel
country, colourname, colour, formationyear, extinctiondate, ideology, extinctionyear, mergedintoparty
keyperson, industry, location, manufacturer-inv
type, foundationplace, homepage, regionserved
party-inv, owl#differentfrom
owner, broadcastnetwork, licensee, alias, language, programmeformat, homepage
country, colour, language
city, campus, training-inv, occupation-inv
country, ranking, type
ceeb, city, state
numberoflocations, parentcompany, industry, location, type
keyperson, product, rdf-schema#seealso, industry, internationally
facultysize, city, postalcode, district, county, state, type, ratio
knownfor-inv, locationcountry, rdf-schema#seealso-inv, foundedby, locationcity, regionserved
broadcastnetwork, shareofaudience, sharesource, programmeformat
gender, specialist, upperage, type, status
product, numberoflocations, parentcompany, industry, locationcountry, locationcity
name, numberofmembers, politicalpartyinlegislature, location, house, homepage
aircraftattack, activeyearsstartyear, militarybranch, militaryunitsize
owner, company-inv, industry, locationcity, owningcompany
headlabel, country, name, upperage, type, religion
bandmember, associatedmusicalartist-inv, hometown, occupation, background, genre, associatedband-inv
headlabel, country, province, authority, language, almamater-inv, type, agerange
league, name, team-inv, chairman, ground, formationdate, capacity
country, province, gender, city, language, type, religion, agerange, denomination
publisher-inv, fate, location
country, founder, homepage
country, distributingcompany, genre, distributinglabel, location, foundingyear
owner, developer-inv, parentcompany, industry, locationcountry, type, owningcompany
product, parentcompany, industry, location, type, regionserved
battle, militarybranch-inv, type, identificationsymbol
foundingdate, numberoflocations, name, parentcompany, industry, locationcountry, foundingyear, type, foundedby, locationcity, foundationplace
birthplace, background, activeyearsendyear
keyperson, assetundermanagement, numberoflocations, name, industry, foundingyear, type, locationcity, homepage
headlabel, foundingyear, state, teamname
ucicode, tenant-inv
owner, broadcastnetwork, webcast, broadcastarea, alias, programmeformat, sisterstation, homepage
formerbroadcastnetwork, effectiveradiatedpower, broadcaststationclass, formerchannel, digitalchannel
sisterstation-inv, licensee, slogan, employer-inv, sisterstation
country, district, schoolboard, grades, state, type
country, aircraftfighter, mascot
producer-inv, manufacturer-inv, employer-inv
country, affiliation, bandmember-inv, education-inv, almamater-inv, type, athletics, coachedteam-inv
owner, name, internationally, location, type, owningcompany, homepage
owner, parentcompany, locationcity, owningcompany, homepage
numberofstudents, country, colour, type
keyperson, parentcompany, industry, locationcountry, type, foundedby
country, campustype, foundingyear, state, type, status
country, activeyearsstartyear, mascot, motto, militaryunitsize, activeyearsendyear, notablecommander
ideology, owl#differentfrom-inv, owl#differentfrom
associatedmusicalartist-inv, associatedmusicalartist, background, genre, musicalband-inv, associatedband, formerbandmember, associatedband-inv, musicalartist-inv
broadcastnetwork, country, formerbroadcastnetwork, location, locationcountry, formerchannel, employer-inv, callsignmeaning
network-inv, country, rdf-schema#seealso, channel-inv, headquarter, locationcountry, owningcompany
location, foundingyear, type, slogan
facultysize, mascot, type, religion
country, formerbroadcastnetwork, broadcaststationclass, locationcountry, formerchannel, digitalchannel, owningcompany
country, channel-inv, firstairdate, locationcountry
keyperson, product, successor, extinctiondate, industry, location, extinctionyear, foundingyear, type, homepage
battle, country, owl#differentfrom-inv, motto, activeyearsendyear
country, commander, role, aircraftfighter, activeyearsstartyear, secondcommander, militarybranch, identificationsymbol, commandstructure
foundingdate, service, industry, operatedby-inv, foundingyear, operator-inv, predecessor, type, homepage
facultysize, authority, type, ratio
developer-inv, industry, owner-inv
headquarter, language, location, homepage
grades, state, type, sport, religion
affiliation, campus, institution-inv, type, athletics, coachedteam-inv
formationyear, headquarter, name, homepage, regionserved
broadcastnetwork, company-inv, formerbroadcastnetwork, formerchannel
headlabel, country, religiousheadlabel, gender, city, district, campustype, grades, state, type
numberofstudents, numberofpostgraduatestudents, numberofdoctoralstudents, type
country, city, foundingyear, state, type, religion
country, revenue
numberofstudents, classes, type, ratio
city, county, grades, state, type, slogan
publisher-inv, developer-inv, industry, locationcountry, foundingyear
affiliation, education-inv, almamater-inv, type, athletics, officialschoolcolour
country, affiliation, education-inv, almamater-inv, state, type, athletics, employer-inv, coachedteam-inv
numberofstudents, country, motto, lowerage, staff, upperage
rector, affiliation
network-inv, location-inv
nick, battle, country, role, garrison, militarybranch, motto, type, commandstructure
owner, keyperson, type, foundedby, locationcity, foundationplace, owningcompany
network-inv, country, owl#differentfrom-inv, locationcountry, owningcompany
headlabel, district, county, state, rival, homepage, ratio, teamname
country, city, campustype, motto, grades, sport, agerange
publisher-inv, developer-inv, industry, type, distributor-inv
product, industry, location, owner-inv, foundationplace
licensee, formerbroadcastnetwork, alias, formerchannel, digitalchannel, owningcompany, homepage
numberofstudents, gender, averageclasssize, grades, type, ratio, teamname
broadcastnetwork, formerbroadcastnetwork, broadcaststationclass, formerchannel, slogan
enginetype-inv, industry, type
country, mascot, foundingyear, type, slogan, status
owner, city, broadcastarea, sharedate, sharesource, programmeformat, sisterstation
country, activeyearsstartyear, secondcommander, notablecommander
effectiveradiatedpower, formationdate, digitalchannel
country, oversight, city, foundingyear, state, type
country, formername, city, type
country, motto, state, agerange
managertitle, ground, formationdate, chairmantitle
