"writer","childLabel","parentLabel","spouseLabel"
"http://dbpedia.org/resource/Mary_Turzillo",,"Marino Torlonia, 4th Prince of Civitella-Cesi","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Mary Elsie Moore","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Mary Elsie Moore","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Bagration-Gruzinsky","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Bagration of Mukhrani","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Bald","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Chavchavadze","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Comyn","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Ferdinand, 3rd Prince of Thurn and Taxis","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Ferdinand, 3rd Prince of Thurn and Taxis","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Gordon, 1st Earl of Huntly","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Granach","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Gruzinsky","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Gruzinsky","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander S. Diven","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Thynn, 7th Marquess of Bath","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Annabella of Scotland","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anselm Franz, 2nd Prince of Thurn and Taxis","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anselm Franz, 2nd Prince of Thurn and Taxis","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Cheryl Benard","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Cholokashvili","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Cholokashvili","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Cholokashvili","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Cholokashvili","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Cholokashvili","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Cleopatra Thea","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Cleopatra Thea","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Cleopatra Thea","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Constance of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Constance of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Constance of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Constance of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Constantine Bagration of Mukhrani","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Constantine Bagration of Mukhrani","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Demetrius II Nicator","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Demetrius II Nicator","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Demetrius I Soter","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Demetrius I Soter","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Duchess Therese Petrovna of Oldenburg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Duke Anthony Ulrich of Brunswick","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Duke Anthony Ulrich of Brunswick","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Duke Anthony Ulrich of Brunswick","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Duke Anthony Ulrich of Brunswick","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Duke Anthony Ulrich of Brunswick","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Eleanor Elkins Widener","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Flora Fraser, 21st Lady Saltoun","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Franz Joseph II, Prince of Liechtenstein","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Franz Joseph II, Prince of Liechtenstein","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Franz Joseph II, Prince of Liechtenstein","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick Theodore Frelinghuysen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick Theodore Frelinghuysen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George Bagration of Mukhrani","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George Bagration of Mukhrani","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George Gordon, 2nd Earl of Huntly","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George Gordon, 4th Earl of Huntly","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George III of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George IV of the United Kingdom","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George Maximilianovich, 6th Duke of Leuchtenberg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George Maximilianovich, 6th Duke of Leuchtenberg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George W. Jack","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Gerald Wellesley, 7th Duke of Wellington","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"James Donaldson (publisher)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"James Stewart, 5th High Steward of Scotland","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John Evans (governor)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John Gordon, Lord Gordon","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John Gordon, Lord Gordon","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Joseph Alden","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Karl Anselm, 4th Prince of Thurn and Taxis","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Karl Anselm, 4th Prince of Thurn and Taxis","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Laodice IV","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Laodice IV","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Louise, Princess Royal and Duchess of Fife","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Lucius Cary, 15th Viscount Falkland","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Margravine Sophie Christine of Brandenburg-Bayreuth","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Melville Bell Grosvenor","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Nancy Walker Bush Ellis","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Nancy Walker Bush Ellis","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Nicholas I of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Nicholas I of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Nicholas I of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Nicholas I of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Nicholas I of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Nicholas I of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Nicholas I of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Nicholas I of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Ottavio Farnese, Duke of Parma","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Petre Bagration-Gruzinsky","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Prince Bagrat of Georgia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Prince Bagrat of Georgia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Princess Alice, Countess of Athlone","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Princess Alice, Countess of Athlone","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Ranuccio I Farnese, Duke of Parma","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Ranuccio I Farnese, Duke of Parma","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Ranuccio I Farnese, Duke of Parma","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Robert Jefferson Breckinridge","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Roland Robinson, 1st Baron Martonmere","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sigismund III Vasa","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sigismund III Vasa","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sigismund III Vasa","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sigismund III Vasa","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sigismund III Vasa","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sándor Hatvany-Deutsch","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Tarkhan-Mouravi","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Yakov Bulgakov","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Yakov Bulgakov","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Popham","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Potemkin","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Ramsay (Royal Navy officer)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Ramsay of Mar","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Salmon","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Schmemann","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Stewart, 1st Earl of Buchan","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Stewart, 4th High Steward of Scotland","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Stewart, 4th High Steward of Scotland","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Stewart, 6th Earl of Galloway","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Stewart of Darnley (d.1404)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Temple","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Tom Cussons","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Tom Cussons","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander V of Imereti","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Walker Scott","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Walker Scott","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Ypsilantis (1725–1805)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexander Zhukov (businessman)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alla Pugacheva","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne de la Tour d'Auvergne (d. 1512)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Aristotle Onassis","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Aristotle Onassis","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Athina Livanos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Athina Livanos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Birgitte, Duchess of Gloucester","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Birgitte, Duchess of Gloucester","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Bracha Peli","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Bruno Freindlich","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christina Onassis","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Folke Rogard","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"James II of Scotland","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"James II of Scotland","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"James II of Scotland","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"James II of Scotland","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"James Whiteside McCay","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Mairead inghean Eachann","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Mary of Guelders","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Mary of Guelders","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Mary of Guelders","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Mary of Guelders","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Paul of Greece","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Paul of Greece","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Paul of Greece","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Peter the Great","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Princess Patricia of Connaught","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Thomas Tomlinson Cussons","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Thomas Wyse","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexandrine de Bleschamp","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexandrine de Bleschamp","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexandrine of Mecklenburg-Schwerin","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexandrine of Mecklenburg-Schwerin","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexandru II Mircea","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexios Axouch","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexios Charon","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexios III Angelos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexios III Angelos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexios III of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexios III of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexios II of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexios II of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexios II of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexios IV of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexios IV of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexios I of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alexios I of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Andronikos Doukas Angelos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Andronikos Doukas Angelos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Andronikos III of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Andronikos Komnenos (son of John II)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Andronikos Komnenos (son of John II)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anna Dalassena","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Basil of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Charles, Landgrave of Hesse-Philippsthal-Barchfeld","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian X of Denmark","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian X of Denmark","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Constantin Coandă","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Eudokia Angelina","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Eudokia Angelina","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Eudoxia Lopukhina","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Euphrosyne Doukaina Kamatera","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Ferdinand of Romania","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick Francis III, Grand Duke of Mecklenburg-Schwerin","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick Francis III, Grand Duke of Mecklenburg-Schwerin","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick IX of Denmark","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick IX of Denmark","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Grand Duchess Anastasia Mikhailovna of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Grand Duchess Anastasia Mikhailovna of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Grand Duchess Anastasia Mikhailovna of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Grand Duchess Anna Leopoldovna of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Grand Duchess Anna Leopoldovna of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Grand Duchess Anna Leopoldovna of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Grand Duchess Anna Leopoldovna of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Grand Duchess Anna Leopoldovna of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Ioan Teodor Callimachi","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Irene Doukaina","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Irene Doukaina","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Isaac II Angelos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Isaac II Angelos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Isaac II Angelos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Isaac II Angelos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John II Komnenos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John II Komnenos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John II Komnenos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John II Komnenos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John II of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John IV of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John Komnenos (Domestic of the Schools)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Knud, Hereditary Prince of Denmark","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Knud, Hereditary Prince of Denmark","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Knud, Hereditary Prince of Denmark","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Komnenos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Ludwig Wilhelm, Prince of Bentheim and Steinfurt","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Manuel III of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Manuel I Komnenos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Manuel I of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Manuel I of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Manuel I of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Manuel I of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Manuel Komnenos (born 1145)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Michael I Komnenos Doukas","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Michael of Trebizond","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Mstislav I of Kiev","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Mstislav I of Kiev","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Peter I of Cyprus","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Peter I of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Peter I of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Peter I of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Princess Alexandrine of Prussia (1803–1892)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Princess Alexandrine of Prussia (1803–1892)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Princess Irina Alexandrovna of Russia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Radu Mihnea","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Theodora Kantakouzene","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso, Duke of Anjou and Cádiz","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso II, Count of Provence","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso III d'Este, Duke of Modena","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso III of Asturias","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso III of Asturias","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso III of Asturias","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso II of Naples","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso II of Naples","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso II of Naples","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso IV d'Este","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso IV of León","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso IV of Portugal","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso I d'Este","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Alfonso I d'Este","Geoffrey A. Landis"
