"writer","childLabel","parentLabel","spouseLabel"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne Catherine of Brandenburg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne Catherine of Brandenburg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne Catherine of Brandenburg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne Hutchinson","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne Hutchinson","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne Neville","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne Scott-James","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne of Austria, Queen of Poland","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne of Brittany","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne of Brittany","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne of Brittany","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne of Kiev","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anne of Kiev","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Arthur Calder-Marshall","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Arthur Chesney","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Aspelta","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Augustine(Malayalam Actor)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Augustus, Duke of Saxe-Lauenburg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian II, Prince of Anhalt-Bernburg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian II, Prince of Anhalt-Bernburg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian Ulrich I, Duke of Württemberg-Oels","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian Ulrich I, Duke of Württemberg-Oels","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian Ulrich I, Duke of Württemberg-Oels","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian Ulrich I, Duke of Württemberg-Oels","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian Ulrich I, Duke of Württemberg-Oels","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Claire Rayner","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Constantine Diogenes","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Countess Palatine Dorothea Catherine of Birkenfeld-Bischweiler","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Countess Palatine Dorothea Catherine of Birkenfeld-Bischweiler","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Cú Cherca mac Fáeláin","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Daniel of Galicia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Daniel of Galicia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Dick Cusack","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Dick Cusack","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Duchess Anna of Prussia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Edwin McKim","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Eleanor Roosevelt","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Emmanuel, Prince of Anhalt-Köthen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Filippo I Colonna","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Forbasach mac Ailella","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Francis Coleman","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Francis Coleman","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick William I of Prussia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick William I of Prussia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick William I of Prussia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick William I of Prussia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick William I of Prussia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick William I of Prussia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick William I of Prussia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick William I of Prussia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick William I of Prussia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Frederick William I of Prussia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George Frederick, Margrave of Baden-Durlach","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George Frederick, Margrave of Baden-Durlach","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Henry Ernest, Count of Stolberg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Henry Ernest, Count of Stolberg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"James ""Bud"" Walton","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"James ""Bud"" Walton","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John Louis, Count of Nassau-Ottweiler","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John Louis, Count of Nassau-Ottweiler","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John Paul Getty, Jr.","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John Philip II, Wild- and Rhinegrave of Salm-Dhaun","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John Philip II, Wild- and Rhinegrave of Salm-Dhaun","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John W. McCoy","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Lady Ann Cunningham","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Lady Ann Cunningham","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Lolo Soetoro","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Madelyn Dunham","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Maria Petraliphaina","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Maria Petraliphaina","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Maria Petraliphaina","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Nancy Reagan","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Nancy Reagan","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Philip William, Elector Palatine","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Philip William, Elector Palatine","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Philip William, Elector Palatine","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Philip William, Elector Palatine","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Philip William, Elector Palatine","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Philip William, Elector Palatine","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Philip William, Elector Palatine","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Philip William, Elector Palatine","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Rainero Dandolo","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Robert Sterling","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sebastian Lubomirski","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sebastian Lubomirski","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sebastian Lubomirski","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sebastian Lubomirski","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sebastian Lubomirski","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sebastian Lubomirski","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Senkamanisken","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sophia Dorothea of Hanover","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sophia Dorothea of Hanover","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sophia Dorothea of Hanover","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sophia Dorothea of Hanover","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sophia Dorothea of Hanover","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sophia Dorothea of Hanover","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sophia Dorothea of Hanover","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sophia Dorothea of Hanover","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sophia Dorothea of Hanover","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sophia Dorothea of Hanover","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Sophia of Lithuania","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Stanisław Lubomirski (1583–1649)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Stanisław Lubomirski (1583–1649)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Stanisław Lubomirski (1583–1649)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Stanisław Lubomirski (1583–1649)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Stanley Armour Dunham","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Stefan Uroš I","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Stefan Uroš I","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Stefan the First-Crowned","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Taddeo Barberini","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Taddeo Barberini","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Taddeo Barberini","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Theodore Komnenos Doukas","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Theodore Komnenos Doukas","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Theodore Komnenos Doukas","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Theophylact Dalassenos","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Thomas Putnam","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Uroš I of Serbia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"William Christoph, Landgrave of Hesse-Homburg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"William Christoph, Landgrave of Hesse-Homburg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"William Louis, Count of Nassau-Saarbrücken","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"William Louis, Count of Nassau-Saarbrücken","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"William Louis, Count of Nassau-Saarbrücken","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"William Louis, Count of Nassau-Saarbrücken","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"William Roache","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Zavida","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Zavida","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Zavida","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Zavida","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anton Günther I, Count of Schwarzburg-Sondershausen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anton Günther I, Count of Schwarzburg-Sondershausen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anton Kaufman","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anton Philips","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anton Rupert","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Antoni Barnaba Jabłonowski","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Antoni Henryk Radziwiłł","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Antoni Koper","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Antoni Potocki (1780–1850)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Apolonia Ustrzycka","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Bernhard I, Duke of Saxe-Meiningen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Bernhard I, Duke of Saxe-Meiningen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Bernhard I, Duke of Saxe-Meiningen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Blanche Barton","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Bogusław Fryderyk Radziwiłł","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Carmine Coppola","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Charlotte Amalie of Hesse-Philippsthal","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Charlotte Amalie of Hesse-Philippsthal","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Charlotte Amalie of Hesse-Philippsthal","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Charlotte Amalie of Hesse-Philippsthal","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian Frederick of Stolberg-Wernigerode","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian Frederick of Stolberg-Wernigerode","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian Frederick of Stolberg-Wernigerode","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian Günther I, Count of Schwarzburg-Sondershausen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian Günther I, Count of Schwarzburg-Sondershausen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Christian Günther I, Count of Schwarzburg-Sondershausen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Conrad Mohr","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Conrad Mohr","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Darejan Dadiani","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Darejan Dadiani","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Darejan Dadiani","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Darejan Dadiani","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Dorota Barbara Jabłonowska","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Dorota Barbara Jabłonowska","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Dorota Barbara Jabłonowska","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Elias M. Stein","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Elisabeth Eleonore of Brunswick-Wolfenbüttel","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"George Gordon Byron, 6th Baron Byron","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Heraclius II of Georgia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Heraclius II of Georgia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Heraclius II of Georgia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Heraclius II of Georgia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Heraclius II of Georgia","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Herman Egon, Prince of Fürstenberg-Heiligenberg","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Jerzy Dominik Lubomirski","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Jerzy Dominik Lubomirski","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John Günther I, Count of Schwarzburg-Sondershausen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"John Günther I, Count of Schwarzburg-Sondershausen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Joseph Goldmark","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Joseph Johann Adam, Prince of Liechtenstein","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Józef Makary Potocki","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Ludwika Lubomirska","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Olaf Mørch Hansson","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Princess Charlotte of Saxe-Meiningen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Róża Potocka (1780–1862)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Tomasz Adam Ostrowski","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Tomasz Adam Ostrowski","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Wilhelm Mohr (born 1886)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Anton Aloys, Prince of Hohenzollern-Sigmaringen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Charles, Prince of Hohenzollern-Sigmaringen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Charles, Prince of Hohenzollern-Sigmaringen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Charles Frederick, Prince of Hohenzollern-Sigmaringen","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Arianiti family","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Arianiti family","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Carol Grace","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Haran","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Lutipri","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Charles of Valois","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Charles of Valois","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Charles of Valois","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Philip III of France","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Philip III of France","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Philip III of France","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Philip III of France","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Philip III of France","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archambaud VIII of Bourbon","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archambaud VIII of Bourbon","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Augusta of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Augusta of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Augusta of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Auguste Ferdinande of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Clementina of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Elisabeth Amalie of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Elisabeth Amalie of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Elisabeth Franziska of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Elisabeth Franziska of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Elisabeth Franziska of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Elisabeth Franziska of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Elisabeth Marie of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Gisela of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Gisela of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Gisela of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Gisela of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Ilona of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Isabella Clara of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Karoline Marie of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Karoline Marie of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Karoline Marie of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Luise of Austria, Princess of Tuscany","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Luise of Austria, Princess of Tuscany","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Luise of Austria, Princess of Tuscany","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Luise of Austria, Princess of Tuscany","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Luise of Austria, Princess of Tuscany","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Luise of Austria, Princess of Tuscany","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Margarete Sophie of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Margarete Sophie of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Amalia of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Amalia of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Amalia of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Anna of Austria (1882–1940)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Anna of Austria (1882–1940)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Beatrix of Austria-Este","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Beatrix of Austria-Este","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Christina of Austria (1879–1962)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Clementina of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Isabella, Princess of Tuscany","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Isabella of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Maddalena of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Maddalena of Austria","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Magdalena of Austria (1589–1631)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Magdalena of Austria (1589–1631)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Theresa of Austria (1845–1927)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Theresa of Austria (1845–1927)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Theresa of Austria (1862–1933)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Theresa of Austria (1862–1933)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Theresa of Austria (1862–1933)","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Theresia, Princess of Tuscany","Geoffrey A. Landis"
"http://dbpedia.org/resource/Mary_Turzillo",,"Archduchess Maria Theresia, Princess of Tuscany","Geoffrey A. Landis"
