"a","birthPlaceLabel","nationalityLabel","deathPlaceLabel"
"http://dbpedia.org/resource/Peter_Lerangis","Brooklyn","United States",
"http://dbpedia.org/resource/Bernard_Malamud","Brooklyn","American",
"http://dbpedia.org/resource/Maurice_Sendak","Brooklyn","American",
"http://dbpedia.org/resource/Randall_Kenan","Brooklyn","American",
"http://dbpedia.org/resource/Robert_Silverberg","Brooklyn","American",
"http://dbpedia.org/resource/Aaron_Kramer","Brooklyn","American",
"http://dbpedia.org/resource/James_Thurber","Columbus, Ohio","American",
"http://dbpedia.org/resource/A._Lee_Martinez","El Paso, Texas","American",
"http://dbpedia.org/resource/Charlotte_Elkins","Houston, Texas","American",
"http://dbpedia.org/resource/Ajit_Ninan","Hyderabad","Indian",
"http://dbpedia.org/resource/Alfred_Richard_Allinson","Newcastle upon Tyne","United Kingdom",
"http://dbpedia.org/resource/Adriana_Valdés","Santiago","Chilean",
"http://dbpedia.org/resource/Alfredo_Bryce","Peru","Peruvian",
"http://dbpedia.org/resource/Dustin_Lance_Black","Sacramento","American",
"http://dbpedia.org/resource/Walter_Lord","Baltimore","American",
"http://dbpedia.org/resource/Ruth_Krauss","Baltimore","American",
"http://dbpedia.org/resource/Adrian_McKinty","Belfast","British/Irish",
"http://dbpedia.org/resource/Abby_Rosmarin","Boston, MA","American",
"http://dbpedia.org/resource/Karen_Marie_Moning","Cincinnati","United States",
"http://dbpedia.org/resource/Richard_Powers","Evanston, Illinois","American",
"http://dbpedia.org/resource/Pravin_Pandya","Gujarat","Indian",
"http://dbpedia.org/resource/Wil_McCarthy","Princeton, New Jersey","American",
"http://dbpedia.org/resource/C._J._Cherryh","St. Louis","American",
"http://dbpedia.org/resource/C._J._Cherryh","St. Louis, Missouri","American",
"http://dbpedia.org/resource/Carlos_Pintado","Havana","Cuban–American",
"http://dbpedia.org/resource/Alfredo_Bryce","Lima","Peruvian",
"http://dbpedia.org/resource/Hans_Beimler_(screenwriter)","Mexico City","American",
"http://dbpedia.org/resource/Bill_Odenkirk","Naperville, Illinois","American",
"http://dbpedia.org/resource/John_Cooper_Clarke","Salford, Greater Manchester","British",
"http://dbpedia.org/resource/Candace_Camp","Amarillo, Texas","American",
"http://dbpedia.org/resource/C._C._Saint-Clair","Casablanca","Australian",
"http://dbpedia.org/resource/Dervla_Murphy","Irish Free State","Irish",
"http://dbpedia.org/resource/C._C._Saint-Clair","Morocco","Australian",
"http://dbpedia.org/resource/Chetan_Bhagat","Delhi","Indian",
"http://dbpedia.org/resource/Sue_Townsend","Leicestershire","British",
"http://dbpedia.org/resource/Dervla_Murphy","Lismore, County Waterford","Irish",
"http://dbpedia.org/resource/Ahasuerus_Fromanteel","Norwich","English",
"http://dbpedia.org/resource/F._Scott_Fitzgerald","Saint Paul, Minnesota","American",
"http://dbpedia.org/resource/Carlton_Mellick_III","Phoenix, Arizona","American",
"http://dbpedia.org/resource/Nalo_Hopkinson","Kingston, Jamaica","Canadian",
"http://dbpedia.org/resource/Guy_de_Maupassant","Dieppe","French",
"http://dbpedia.org/resource/S._M._Stirling","Metz","American",
"http://dbpedia.org/resource/Andrew_Clements","Camden, New Jersey","American",
"http://dbpedia.org/resource/Ahmed_Sharif","Chittagong","Bangladeshi",
"http://dbpedia.org/resource/Ennio_Flaiano","Pescara","Italian",
"http://dbpedia.org/resource/Nick_Hornby","Redhill, Surrey","British",
"http://dbpedia.org/resource/Stephen_Clarke_(writer)","St. Albans","British",
"http://dbpedia.org/resource/John_Cooper_Clarke","County Borough of Salford","British",
"http://dbpedia.org/resource/Leo_Tolstoy","Yasnaya Polyana","Russian",
"http://dbpedia.org/resource/Arthur_Bradford","Boothbay Harbor, Maine","American",
"http://dbpedia.org/resource/Maurice_Sendak","New York Magazine","American",
"http://dbpedia.org/resource/Bok_Geo-il","Asan","South Korean",
"http://dbpedia.org/resource/Marilyn_Nelson","Cleveland","American",
"http://dbpedia.org/resource/Harvey_Pekar","Cleveland","American",
"http://dbpedia.org/resource/James_Frey","Cleveland","American",
"http://dbpedia.org/resource/Adrienne_Monson","Utah","US",
"http://dbpedia.org/resource/Ritwik_Ghatak","Dhaka","Indian",
"http://dbpedia.org/resource/David_Drake","Dubuque, Iowa","United States",
"http://dbpedia.org/resource/Sloan_Wilson","Norwalk, Connecticut","American",
"http://dbpedia.org/resource/Neil_Gaiman","Portsmouth","British",
"http://dbpedia.org/resource/Tony_Hillerman","Sacred Heart, Oklahoma","American",
"http://dbpedia.org/resource/Aderemi_Adegbite","Nigeria","Nigerian",
"http://dbpedia.org/resource/Edna_Mayne_Hull","Brandon, Manitoba","Canadian",
"http://dbpedia.org/resource/Ahmed_Mohamed_Al-Hofi","Damanhur","Egyptian",
"http://dbpedia.org/resource/Stephen_Clarke_(writer)","St Albans","British",
"http://dbpedia.org/resource/Neelam_Saxena_Chandra","Nagpur","Indian",
"http://dbpedia.org/resource/Carlos_Pintado","Pinar del Río","Cuban–American",
"http://dbpedia.org/resource/F._Scott_Fitzgerald","St. Paul, Minnesota","American",
"http://dbpedia.org/resource/Tanya_Huff","City of Halifax","Canadian",
"http://dbpedia.org/resource/Jean_Giono","Manosque","French",
"http://dbpedia.org/resource/Diran_Adebayo","Islington","British",
"http://dbpedia.org/resource/Robert_Girardi","Springfield, Virginia","American",
"http://dbpedia.org/resource/Akhtar_Sheerani","Rajasthan","Pakistani",
"http://dbpedia.org/resource/Bindu_Bhatt","Rajasthan","Indian",
"http://dbpedia.org/resource/David_Brin","Glendale, California","American",
"http://dbpedia.org/resource/Abdourahman_Waberi","Djibouti (city)","Djiboutian",
"http://dbpedia.org/resource/Patrick_Nielsen_Hayden","Lansing, Michigan","United States",
"http://dbpedia.org/resource/Aguinaldo_Fonseca","Mindelo","Cape Verdean",
"http://dbpedia.org/resource/Åke_Edwardson","Eksjö","Swedish",
"http://dbpedia.org/resource/Dana_Gioia","Hawthorne, California","American",
"http://dbpedia.org/resource/Vera_Brittain","Newcastle-under-Lyme","British",
"http://dbpedia.org/resource/Ahn_Junghyo","Mapo District","South Korean",
"http://dbpedia.org/resource/Robert_Cormier","Leominster, Massachusetts","American",
"http://dbpedia.org/resource/Joaquim_Manuel_de_Macedo","Itaboraí","Brazilian",
"http://dbpedia.org/resource/Annette_von_Droste-Hülshoff","Havixbeck","German",
"http://dbpedia.org/resource/Kaye_Gibbons","Nash County, North Carolina","United States",
"http://dbpedia.org/resource/Sachchidananda_Vatsyayan","Kushinagar","Indian",
"http://dbpedia.org/resource/Christina_Stead","Rockdale, New South Wales","Australian",
"http://dbpedia.org/resource/Wayne_Barlowe","Glen Cove, New York","American",
"http://dbpedia.org/resource/François_le_Métel_de_Boisrobert","Caen","France",
"http://dbpedia.org/resource/José_de_Alencar","Fortaleza","Brazilian",
"http://dbpedia.org/resource/Etel_Adnan","Beirut","Lebanese American",
"http://dbpedia.org/resource/Adriana_Valdés","Santiago de Chile","Chilean",
"http://dbpedia.org/resource/Carlos_de_Oliveira","Belém","Portuguese",
"http://dbpedia.org/resource/R._K._Narayan","Madras","Indian",
"http://dbpedia.org/resource/Candy_Gourlay","Davao City","British, Filipino",
"http://dbpedia.org/resource/Parnell_Hall_(writer)","Culver City, California","United States",
"http://dbpedia.org/resource/Candice_Fox","Bankstown","Australian",
"http://dbpedia.org/resource/Anton_Chekhov","Taganrog","Russian",
"http://dbpedia.org/resource/Mary_Tappan_Wright","Steubenville, Ohio","United States",
"http://dbpedia.org/resource/Norman_Mailer","Long Branch, New Jersey","American",
"http://dbpedia.org/resource/Aderemi_Adegbite","Ebute-Metta","Nigerian",
"http://dbpedia.org/resource/Aderemi_Adegbite","Ebute Metta","Nigerian",
"http://dbpedia.org/resource/Edna_St._Vincent_Millay","Rockland, Maine","American",
"http://dbpedia.org/resource/Joaquim_Manuel_de_Macedo","Empire of Brazil","Brazilian",
"http://dbpedia.org/resource/José_de_Alencar","Empire of Brazil","Brazilian",
"http://dbpedia.org/resource/Åke_Edwardson","Småland","Swedish",
"http://dbpedia.org/resource/David_Ireland_(author)","Lakemba, New South Wales","Australian",
"http://dbpedia.org/resource/Sethu_(writer)","Ernakulam district","Indian",
"http://dbpedia.org/resource/Charlaine_Harris","Tunica, Mississippi","American",
"http://dbpedia.org/resource/Bok_Geo-il","United States Army Military Government in Korea","South Korean",
"http://dbpedia.org/resource/Robertson_Davies","Thamesville, Ontario","Canadian",
"http://dbpedia.org/resource/Sir_Gilbert_Parker,_1st_Baronet","Camden East","Canadian",
"http://dbpedia.org/resource/Daniel_O'Brien_(comedian)","Hazlet, New Jersey","American",
"http://dbpedia.org/resource/Bindu_Bhatt","Jodhpur","Indian",
"http://dbpedia.org/resource/Arthur_Quiller-Couch","Bodmin","British",
"http://dbpedia.org/resource/Terry_Brooks","Sterling, Illinois","American",
"http://dbpedia.org/resource/Ningombam_Bupenda_Meitei","Imphal","Indian",
"http://dbpedia.org/resource/Ahmed_Sharif","Bengal Presidency","Bangladeshi",
"http://dbpedia.org/resource/Ritwik_Ghatak","Bengal Presidency","Indian",
"http://dbpedia.org/resource/A._Merritt","Beverly, New Jersey","American",
"http://dbpedia.org/resource/Ritwik_Ghatak","Dacca","Indian",
"http://dbpedia.org/resource/A._Ayyappan","Nemom","Indian",
"http://dbpedia.org/resource/Chris_Lang","Peckham","British",
"http://dbpedia.org/resource/Greg_Daniels","West Hollywood, California","American",
"http://dbpedia.org/resource/Tanya_Huff","History of Halifax (former city)","Canadian",
"http://dbpedia.org/resource/John_Fowles","Leigh-on-Sea","English",
"http://dbpedia.org/resource/Aatreya_(playwright)","Nellore district","Indian",
"http://dbpedia.org/resource/Agha_Ibrahim_Akram","Punjab region","Pakistani",
"http://dbpedia.org/resource/Aatreya_(playwright)","Sri Amarajeevi Potti Sri Ramulu Nellore district","Indian",
"http://dbpedia.org/resource/Arthur_Schnitzler","Austrian Empire","Austrian",
"http://dbpedia.org/resource/Sir_Gilbert_Parker,_1st_Baronet","Addington, Ontario","Canadian",
"http://dbpedia.org/resource/Adel_Al-Hussain","Hofuf","Saudi",
"http://dbpedia.org/resource/Adolfo_Caminha","Aracati","Brazilian",
"http://dbpedia.org/resource/Adrien_Stoutenburg","Darfur, Minnesota","American",
"http://dbpedia.org/resource/Ahmed_Sharif","Patiya","Bangladeshi",
"http://dbpedia.org/resource/Florence_Engel_Randall","Brooklyn, New York City","American",
"http://dbpedia.org/resource/Ajit_Cour","Lahor","Indian",
"http://dbpedia.org/resource/Ajip_Rosidi","Majalengka Regency","Indonesian",
"http://dbpedia.org/resource/Akbar_Laghari","Matiari District","Pakistani",
"http://dbpedia.org/resource/Akhlaq_Mohammed_Khan","Aonla, Uttar Pradesh","Indian",
"http://dbpedia.org/resource/Akilan","Pudukkottai state","Indian",
"http://dbpedia.org/resource/Akhtar_Sheerani","Tonk (princely state)","Pakistani",
"http://dbpedia.org/resource/Ford_Madox_Ford","London Borough of Merton","British",
"http://dbpedia.org/resource/Peter_F._Hamilton","Rutland","British",
"http://dbpedia.org/resource/Maurice_Nicoll","Kelso, Scottish Borders","Scottish",
"http://dbpedia.org/resource/Laura_Ingalls_Wilder","Pepin County, Wisconsin","American",
"http://dbpedia.org/resource/Pravin_Pandya","Surendranagar","Indian",
"http://dbpedia.org/resource/William_Manchester","Attleboro, Massachusetts","American",
"http://dbpedia.org/resource/Nan_McDonald_(poet)","Eastwood, New South Wales","Australian",
"http://dbpedia.org/resource/Aderemi_Adegbite","Lagos State","Nigerian",
"http://dbpedia.org/resource/Varsha_Adalja","Bombay Presidency","Indian",
"http://dbpedia.org/resource/Amjad_Adaileh","Al-Karak","Jordanian",
"http://dbpedia.org/resource/Akhlaq_Mohammed_Khan","Bareilly","Indian",
"http://dbpedia.org/resource/Oli_Ahad","Brahmanbaria District","Bangladeshi",
"http://dbpedia.org/resource/Eiji_Tsuburaya","Sukagawa, Fukushima","Japanese",
"http://dbpedia.org/resource/Parnell_Hall_(writer)","Culver City, CA","United States",
"http://dbpedia.org/resource/Nevil_Shute","London Borough of Ealing","British, emigrated to Australia 1950",
"http://dbpedia.org/resource/Stephen_Jones_(author)","Pimlico","British",
"http://dbpedia.org/resource/Michael_Hirst_(writer)","Bradford, West Yorkshire","British",
"http://dbpedia.org/resource/Lewis_Carroll","Daresbury","British",
"http://dbpedia.org/resource/Amjad_Adaileh","Kerak","Jordanian",
"http://dbpedia.org/resource/Pravin_Pandya","Dhrangadhra","Indian",
"http://dbpedia.org/resource/Rob_Thomas_(writer)","Sunnyside, Washington","American",
"http://dbpedia.org/resource/Sethu_(writer)","Chendamangalam","Indian",
"http://dbpedia.org/resource/Christina_Stead","City of Rockdale","Australian",
"http://dbpedia.org/resource/Jude_Deveraux","Fairdale, Kentucky","American",
"http://dbpedia.org/resource/Jude_Deveraux","Fairdale, Louisville","American",
"http://dbpedia.org/resource/Maurice_Nicoll","Kelso, Scotland","Scottish",
"http://dbpedia.org/resource/Ford_Madox_Ford","Merton (historic parish)","British",
"http://dbpedia.org/resource/Sachchidananda_Vatsyayan","Deoria District","Indian",
"http://dbpedia.org/resource/Guy_de_Maupassant","Tourville-sur-Arques","French",
"http://dbpedia.org/resource/Robert_Silverberg","New York (city)","American",
"http://dbpedia.org/resource/Nellie_Campobello","Ocampo, Durango","Mexican",
"http://dbpedia.org/resource/Nellie_Campobello","Ocampo Municipality, Durango","Mexican",
"http://dbpedia.org/resource/Vera_Brittain","Newcastle Under Lyme","British",
"http://dbpedia.org/resource/Annette_von_Droste-Hülshoff","http://wikidata.dbpedia.org/resource/Q883579","German",
"http://dbpedia.org/resource/José_de_Alencar","http://wikidata.dbpedia.org/resource/Q10328984","Brazilian",
"http://dbpedia.org/resource/Akilan","http://dbpedia.org/resource/Perungalore","Indian",
"http://dbpedia.org/resource/Talmiz_Ahmad",,"Indian",
"http://dbpedia.org/resource/Tom_Palmer_(writer)",,"American",
"http://dbpedia.org/resource/Candice_Millard",,"American",
"http://dbpedia.org/resource/Marisa_Acocella_Marchetto",,"American",
"http://dbpedia.org/resource/Cary_Tennis",,"American",
"http://dbpedia.org/resource/Bernard_Gordon_(writer)",,"American",
"http://dbpedia.org/resource/Lesli_Linka_Glatter",,"American",
"http://dbpedia.org/resource/J._C._Hutchins",,"American",
"http://dbpedia.org/resource/A._L._McCann",,"Australian",
"http://dbpedia.org/resource/A._R._Venkatachalapathy",,"Indian",
"http://dbpedia.org/resource/Amy_Hennig",,"American",
"http://dbpedia.org/resource/Adam_Mansbach",,"American",
"http://dbpedia.org/resource/Donald_Miller_(author)",,"American",
"http://dbpedia.org/resource/Francine_Rivers",,"American",
"http://dbpedia.org/resource/John_Shiban",,"American",
"http://dbpedia.org/resource/Robert_Quackenbush",,"American",
"http://dbpedia.org/resource/Andy_Lane",,"British",
"http://dbpedia.org/resource/Daniel_H._Pink",,"American",
"http://dbpedia.org/resource/Hal_Bennett",,"United States",
"http://dbpedia.org/resource/Nancy_Bond",,"American",
"http://dbpedia.org/resource/Sumie_Tanaka",,"Japanese",
"http://dbpedia.org/resource/Aaron_Scharf",,"British",
"http://dbpedia.org/resource/Asa_Aarons",,"American",
"http://dbpedia.org/resource/Scot_Gardner",,"Australian",
"http://dbpedia.org/resource/Adam_Aitken",,"Australian",
"http://dbpedia.org/resource/Anne_Bishop",,"American",
"http://dbpedia.org/resource/Julie_Czerneda",,"Canadian",
"http://dbpedia.org/resource/Larry_Dixon_(fantasy_artist)",,"United States",
"http://dbpedia.org/resource/Stephen_Hunt_(author)",,"British",
"http://dbpedia.org/resource/Adrian_Cristobal",,"Fillipino",
"http://dbpedia.org/resource/Adrian_Greenwood",,"British",
"http://dbpedia.org/resource/Erwin_Aichele",,"German",
"http://dbpedia.org/resource/Wolfram_Aichele",,"German",
"http://dbpedia.org/resource/Zafar_Qabil_Ajmeri",,"Pakistani",
"http://dbpedia.org/resource/Bella_Akhmadulina","Moscow",,"Moscow, Russia"
"http://dbpedia.org/resource/Aleksandr_Solzhenitsyn","Russian Soviet Federative Socialist Republic",,"Moscow, Russia"
"http://dbpedia.org/resource/S._R._Crockett","Kirkcudbright",,"France"
"http://dbpedia.org/resource/Ruth_Park","Auckland",,"Sydney, Australia"
"http://dbpedia.org/resource/Augustin_Barruel","France",,"Paris, France"
"http://dbpedia.org/resource/Candida_Lycett_Green","London",,"England"
"http://dbpedia.org/resource/Henry_Kuttner","Los Angeles",,"Los Angeles, California, United States"
"http://dbpedia.org/resource/Émile_Zola","Paris",,"Paris, France"
"http://dbpedia.org/resource/André_Gide","Paris",,"Paris, France"
"http://dbpedia.org/resource/Walter_Reisch","Austria-Hungary",,"Los Angeles, USA"
"http://dbpedia.org/resource/John_Galsworthy","Kingston upon Thames",,"London, England, UK"
"http://dbpedia.org/resource/Candida_Lycett_Green","Dublin",,"England"
"http://dbpedia.org/resource/Robert_Benchley","Worcester, Massachusetts",,"New York City"
"http://dbpedia.org/resource/Aleksandr_Solzhenitsyn","Kislovodsk",,"Moscow, Russia"
"http://dbpedia.org/resource/S._R._Crockett","Kirkcudbrightshire",,"France"
"http://dbpedia.org/resource/Eleanor_Cameron","Manitoba",,"Monterey, California, US"
"http://dbpedia.org/resource/Bella_Akhmadulina","Soviet Union",,"Moscow, Russia"
"http://dbpedia.org/resource/Eleanor_Cameron","Winnipeg",,"Monterey, California, US"
"http://dbpedia.org/resource/Walter_Reisch","Vienna",,"Los Angeles, USA"
"http://dbpedia.org/resource/Nat_Perrin","The Bronx",,"Los Angeles"
"http://dbpedia.org/resource/Stanislav_Stratiev","Sofia",,"Sofia, Bulgaria"
"http://dbpedia.org/resource/Augustin_Barruel","Ardèche",,"Paris, France"
"http://dbpedia.org/resource/John_Galsworthy","Royal Borough of Kingston upon Thames",,"London, England, UK"
"http://dbpedia.org/resource/Augustin_Barruel","Villeneuve-de-Berg",,"Paris, France"
"http://dbpedia.org/resource/Moyra_Caldecott","Pretoria",,"Bath, England"
"http://dbpedia.org/resource/Michael_Arlen","Ruse, Bulgaria",,"New York"
"http://dbpedia.org/resource/S._R._Crockett","Balmaghie",,"France"
"http://dbpedia.org/resource/Eleanor_Cameron","Canadian literature",,"Monterey, California, US"
"http://dbpedia.org/resource/Cyprian_Norwid","Congress Poland",,"Paris, France"
"http://dbpedia.org/resource/Michael_Arlen","Rousse",,"New York"
"http://dbpedia.org/resource/Michael_Arlen","Principality of Bulgaria",,"New York"
"http://dbpedia.org/resource/Cyprian_Norwid","Głuchy",,"Paris, France"
"http://dbpedia.org/resource/Cyprian_Norwid","Mazovia",,"Paris, France"
"http://dbpedia.org/resource/S._R._Crockett","http://dbpedia.org/resource/Duchrae",,"France"
"http://dbpedia.org/resource/Abdallah_Marrash","Aleppo",,
"http://dbpedia.org/resource/Francis_Marrash","Aleppo",,
"http://dbpedia.org/resource/Maryana_Marrash","Aleppo",,
"http://dbpedia.org/resource/Campion_Platt","Cambridge, Massachusetts",,
"http://dbpedia.org/resource/Charles_Lynch_(journalist)","Cambridge, Massachusetts",,
"http://dbpedia.org/resource/Zhang_Chengzhi","Beijing",,
"http://dbpedia.org/resource/Yiyun_Li","Beijing",,
"http://dbpedia.org/resource/Aka_Morchiladze","Georgia (country)",,
"http://dbpedia.org/resource/Akaki_Tsereteli","Georgia (country)",,
"http://dbpedia.org/resource/Frankétienne","Haiti",,
"http://dbpedia.org/resource/Mika_Waltari","Helsinki",,
"http://dbpedia.org/resource/Tove_Jansson","Helsinki",,
"http://dbpedia.org/resource/Liu_Zhenyun","Henan",,
"http://dbpedia.org/resource/Vivian_Smith_(poet)","Hobart",,
"http://dbpedia.org/resource/Ahmet_Hamdi_Tanpınar","Istanbul",,
"http://dbpedia.org/resource/Füruzan","Istanbul",,
"http://dbpedia.org/resource/Orhan_Pamuk","Istanbul",,
"http://dbpedia.org/resource/Akif_Pirinçci","Istanbul",,
"http://dbpedia.org/resource/Cao_Wenxuan","Jiangsu",,
"http://dbpedia.org/resource/Khaled_Hosseini","Kabul",,
"http://dbpedia.org/resource/Akbar_Agha","Karachi",,
"http://dbpedia.org/resource/A._Samad_Said","Malacca",,
"http://dbpedia.org/resource/Frances_Hodgson_Burnett","Manchester",,
"http://dbpedia.org/resource/Harry_Driver","Manchester",,
"http://dbpedia.org/resource/J._Edward_Hungerford","Missouri",,
"http://dbpedia.org/resource/Wendell_Mayes","Missouri",,
"http://dbpedia.org/resource/Alexander_Pushkin","Moscow",,
"http://dbpedia.org/resource/M._Ageyev","Moscow",,
"http://dbpedia.org/resource/Henry_Ephron","New York City, New York",,
"http://dbpedia.org/resource/Richard_Appel","New York City, New York",,
"http://dbpedia.org/resource/Richard_Sale_(director)","New York City, New York",,
"http://dbpedia.org/resource/Ada_Calhoun","New York City, New York",,
"http://dbpedia.org/resource/Mark_Aarons","Newcastle, New South Wales",,
"http://dbpedia.org/resource/Adeerus_Ghayan","Pakistan",,
"http://dbpedia.org/resource/Akbar_Agha","Pakistan",,
"http://dbpedia.org/resource/Ahmed_Pervez","Pakistan",,
"http://dbpedia.org/resource/David_Wellington_(author)","Pittsburgh, Pennsylvania",,
"http://dbpedia.org/resource/Adrienne_Kennedy","Pittsburgh, Pennsylvania",,
"http://dbpedia.org/resource/Hans_Hömberg","Prussia",,
"http://dbpedia.org/resource/Faucher_de_Saint-Maurice","Quebec City",,
"http://dbpedia.org/resource/Qiu_Xiaolong","Shanghai",,
"http://dbpedia.org/resource/J._G._Ballard","Shanghai",,
"http://dbpedia.org/resource/Na._Muthukumar","Tamil Nadu",,
"http://dbpedia.org/resource/Aka_Morchiladze","Tbilisi",,
"http://dbpedia.org/resource/C._Narayana_Reddy","Telangana",,
"http://dbpedia.org/resource/Aaron_Gwyn","Tulsa, Oklahoma",,
"http://dbpedia.org/resource/Andrzej_Sapkowski","Łódź",,
"http://dbpedia.org/resource/Aharon_Appelfeld","Chernivtsi",,
"http://dbpedia.org/resource/Charles-Ferdinand_Ramuz","Lausanne",,
"http://dbpedia.org/resource/Marian_Hemar","Lwów",,
"http://dbpedia.org/resource/Pedro_Guilherme-Moreira","Porto",,
"http://dbpedia.org/resource/André_Lichtenberger","Strasbourg",,
"http://dbpedia.org/resource/Adolphe_Stoeber","Strasbourg",,
"http://dbpedia.org/resource/George_Gissing","Wakefield",,
"http://dbpedia.org/resource/Carlos_T._Mock","San Juan, Puerto Rico",,
"http://dbpedia.org/resource/Jeannette_D._Ahonsou","Togo",,
"http://dbpedia.org/resource/Marian_Hemar","Lviv",,
"http://dbpedia.org/resource/Appadurai_Muttulingam","Jaffna",,
"http://dbpedia.org/resource/Erich_Maria_Remarque","Osnabrück",,
"http://dbpedia.org/resource/V._Madhusudhan_Rao","Andhra Pradesh",,
"http://dbpedia.org/resource/Michael_Arndt","McLean, Virginia",,
"http://dbpedia.org/resource/Fleur_Adcock","Papakura",,
"http://dbpedia.org/resource/Krishan_Kumar_Sharma_%22Rasik%22","Punjab, India",,
"http://dbpedia.org/resource/Karen_Blixen","Rungsted",,
"http://dbpedia.org/resource/Charles_Gaines","Jacksonville",,
"http://dbpedia.org/resource/A._Santha_Kumar","Kerala",,
"http://dbpedia.org/resource/Priya_A._S.","Kerala",,
"http://dbpedia.org/resource/Meša_Selimović","Tuzla",,
"http://dbpedia.org/resource/Guy_Gavriel_Kay","Weyburn, Saskatchewan",,
"http://dbpedia.org/resource/Lowell_Cunningham","Franklin, Tennessee",,
"http://dbpedia.org/resource/Pedro_Muñoz_Seca","Andalusia",,
"http://dbpedia.org/resource/Adelbert_von_Chamisso","Châlons-en-Champagne",,
"http://dbpedia.org/resource/Alexandru_Toma","Urziceni",,
"http://dbpedia.org/resource/George_Eliot","Warwickshire",,
"http://dbpedia.org/resource/Stephen_Evans_(actor)","North Wales",,
"http://dbpedia.org/resource/Adelina_Gurrea","Negros Occidental",,
"http://dbpedia.org/resource/Charlie_Carlson","Sanford, Florida",,
"http://dbpedia.org/resource/Erich_Maria_Remarque","Lower Saxony",,
"http://dbpedia.org/resource/Tullio_Pinelli","Piedmont",,
"http://dbpedia.org/resource/Jean_Stafford","Covina, California",,
"http://dbpedia.org/resource/Laurie_Lee","Stroud",,
"http://dbpedia.org/resource/Adrian_Poynton","Burton on Trent",,
"http://dbpedia.org/resource/Veronica_Wedgwood","Northumberland",,
"http://dbpedia.org/resource/Ai_(poet)","Albany, Texas",,
"http://dbpedia.org/resource/Amy_Alkon","Farmington Hills, MI",,
"http://dbpedia.org/resource/Irvin_S._Cobb","Paducah, Kentucky",,
"http://dbpedia.org/resource/Abby_Morton_Diaz","Plymouth, Massachusetts",,
"http://dbpedia.org/resource/A._Samad_Said","Durian Tunggal",,
"http://dbpedia.org/resource/Walter_Wager","The Bronx, New York City",,
"http://dbpedia.org/resource/Keith_Robertson_(writer)","Dows, Iowa",,
"http://dbpedia.org/resource/Khaled_Hosseini","Afghanistan",,
"http://dbpedia.org/resource/Morris_Panych","Alberta",,
"http://dbpedia.org/resource/Aaron_Paquette","Alberta",,
"http://dbpedia.org/resource/Fleur_Adcock","Auckland",,
"http://dbpedia.org/resource/Herman_Brusselmans","Belgium",,
"http://dbpedia.org/resource/Hans_Hömberg","Berlin",,
"http://dbpedia.org/resource/Robert_Liebmann","Berlin",,
"http://dbpedia.org/resource/Daniel_Goldhagen","Boston",,
"http://dbpedia.org/resource/George_Marion_Jr.","Boston",,
"http://dbpedia.org/resource/Constantin_Beldie","Bucharest",,
"http://dbpedia.org/resource/Al._T._Stamatiad","Bucharest",,
"http://dbpedia.org/resource/Vladimir_Colin","Bucharest",,
"http://dbpedia.org/resource/Adriana_Bittel","Bucharest",,
"http://dbpedia.org/resource/Morris_Panych","Calgary",,
"http://dbpedia.org/resource/Don_Bassingthwaite","Canada",,
"http://dbpedia.org/resource/John_Clute","Canada",,
"http://dbpedia.org/resource/Cary_Lu","China",,
"http://dbpedia.org/resource/Zhang_Chengzhi","China",,
"http://dbpedia.org/resource/Liu_Zhenyun","China",,
"http://dbpedia.org/resource/Adalbert_Stifter","Czech Republic",,
"http://dbpedia.org/resource/Muhammad_Aladdin","Egypt",,
"http://dbpedia.org/resource/Andrew_Marvell","England",,
"http://dbpedia.org/resource/Harold_Pinter","England",,
"http://dbpedia.org/resource/John_Sullivan_(writer)","England",,
"http://dbpedia.org/resource/Laurie_Lee","England",,
"http://dbpedia.org/resource/Paul_C._Doherty","England",,
"http://dbpedia.org/resource/Robert_Williams_Buchanan","England",,
"http://dbpedia.org/resource/Simon_Gray","England",,
"http://dbpedia.org/resource/Wolf_Mankowitz","England",,
"http://dbpedia.org/resource/Harry_Driver","England",,
"http://dbpedia.org/resource/Shelagh_Delaney","England",,
"http://dbpedia.org/resource/Richard_Harris_(television_writer)","England",,
"http://dbpedia.org/resource/Agustus_Montrose","England",,
"http://dbpedia.org/resource/Ahren_Warner","England",,
"http://dbpedia.org/resource/Antoine_Blondin","France",,
"http://dbpedia.org/resource/Gaston_Leroux","France",,
"http://dbpedia.org/resource/Maurice_Druon","France",,
"http://dbpedia.org/resource/Octave_Mirbeau","France",,
"http://dbpedia.org/resource/Adrien_Goetz","France",,
"http://dbpedia.org/resource/Ahmet_Ümit","Gaziantep",,
"http://dbpedia.org/resource/Akin_Düzakin","Gaziantep",,
"http://dbpedia.org/resource/Derek_Ahonen","Illinois",,
"http://dbpedia.org/resource/Priya_A._S.","India",,
"http://dbpedia.org/resource/Anu_Garg","India",,
"http://dbpedia.org/resource/Vikram_Seth","India",,
"http://dbpedia.org/resource/Krishan_Kumar_Sharma_%22Rasik%22","India",,
"http://dbpedia.org/resource/Ada_Jafri","India",,
"http://dbpedia.org/resource/Bibhutibhushan_Bandyopadhyay","India",,
"http://dbpedia.org/resource/Jan_Nisar_Akhtar","India",,
"http://dbpedia.org/resource/Tullio_Pinelli","Italy",,
