"a","birthPlaceLabel","nationalityLabel","deathPlaceLabel"
"http://dbpedia.org/resource/Martha_Hopkins_Struever","Indiana",,
"http://dbpedia.org/resource/Jay_Abraham","Indiana",,
"http://dbpedia.org/resource/Jeffrey_Bell","Indiana",,
"http://dbpedia.org/resource/Jay_Abraham","Indianapolis",,
"http://dbpedia.org/resource/Pete_McCarthy","Lancashire",,
"http://dbpedia.org/resource/Dorothy_Whipple","Lancashire",,
"http://dbpedia.org/resource/Alice_Nutter_(writer)","Lancashire",,
"http://dbpedia.org/resource/Elizabeth_Armstrong_Reed","Maine",,
"http://dbpedia.org/resource/Kevin_Blackwood","Maine",,
"http://dbpedia.org/resource/Tony_Pastor","Manhattan",,
"http://dbpedia.org/resource/Bill_Oakley","Maryland",,
"http://dbpedia.org/resource/Jane_Rule","New Jersey",,
"http://dbpedia.org/resource/Kevin_Gilbert_(author)","New South Wales",,
"http://dbpedia.org/resource/David_Hassan","Northern Ireland",,
"http://dbpedia.org/resource/W._A._Harbinson","Northern Ireland",,
"http://dbpedia.org/resource/Toyoko_Yamasaki","Osaka",,
"http://dbpedia.org/resource/Brad_Abraham","Ottawa",,
"http://dbpedia.org/resource/Pico_Iyer","Oxford",,
"http://dbpedia.org/resource/Greg_Patent","People's Republic of China",,
"http://dbpedia.org/resource/Robert_J._Wicks","Queens",,
"http://dbpedia.org/resource/Gary_Crew","Queensland",,
"http://dbpedia.org/resource/Elizabeth_Bachinsky","Regina, Saskatchewan",,
"http://dbpedia.org/resource/Adrian_Păunescu","Romania",,
"http://dbpedia.org/resource/Mikhail_Osorgin","Russia",,
"http://dbpedia.org/resource/Mikhail_Shishkin_(writer)","Russia",,
"http://dbpedia.org/resource/Semyon_Yushkevich","Russia",,
"http://dbpedia.org/resource/David_Wood_(actor)","Surrey",,
"http://dbpedia.org/resource/John_Flanagan_(author)","Sydney",,
"http://dbpedia.org/resource/Clive_James","Sydney",,
"http://dbpedia.org/resource/Michael_Caulfield","Sydney",,
"http://dbpedia.org/resource/Kevin_Alexander_Boon","Tampa, Florida",,
"http://dbpedia.org/resource/Dorothy_Garlock","Texas",,
"http://dbpedia.org/resource/Kevin_D._Williamson","Texas",,
"http://dbpedia.org/resource/Ömer_Seyfettin","Turkey",,
"http://dbpedia.org/resource/Scott_Harrison_(writer)","UK",,
"http://dbpedia.org/resource/Dean_Gratton","Wales",,
"http://dbpedia.org/resource/Norma_Curtis","Wales",,
"http://dbpedia.org/resource/Mark_Ethridge","Winston-Salem, North Carolina",,
"http://dbpedia.org/resource/Sterling_North","Wisconsin",,
"http://dbpedia.org/resource/David_Hines","Yorkshire",,
"http://dbpedia.org/resource/Eliza_Fletcher","Yorkshire",,
"http://dbpedia.org/resource/Samira_Negrouche","Algeria",,
"http://dbpedia.org/resource/Samira_Negrouche","Algiers",,
"http://dbpedia.org/resource/Sinibaldo_de_Mas","Barcelona",,
"http://dbpedia.org/resource/Gunnar_Staalesen","Bergen",,
"http://dbpedia.org/resource/Dorothe_Engelbretsdatter","Bergen",,
"http://dbpedia.org/resource/Vedam_Venkataraya_Sastry","Chennai",,
"http://dbpedia.org/resource/Fernando_Tinajero","Ecuador",,
"http://dbpedia.org/resource/Elizabeth_Alexander_(poet)","Harlem",,
"http://dbpedia.org/resource/Dean_Grennell","Kansas",,
"http://dbpedia.org/resource/Georges_Simenon","Liège",,
"http://dbpedia.org/resource/Tony_Pastor","Manhattan, New York",,
"http://dbpedia.org/resource/Takeshi_Kimura","Osaka Prefecture",,
"http://dbpedia.org/resource/David_Burliuk","Russian Empire",,
"http://dbpedia.org/resource/Irène_Némirovsky","Russian Empire",,
"http://dbpedia.org/resource/Vlas_Doroshevich","Russian Empire",,
"http://dbpedia.org/resource/Elisheva_Bikhovski","Russian Empire",,
"http://dbpedia.org/resource/Grigory_Eliseev","Russian Empire",,
"http://dbpedia.org/resource/Georgy_Fedotov","Russian Empire",,
"http://dbpedia.org/resource/Konstantin_Fedin","Russian Empire",,
"http://dbpedia.org/resource/Micha_Josef_Berdyczewski","Russian Empire",,
"http://dbpedia.org/resource/Mikhail_Avdeev","Russian Empire",,
"http://dbpedia.org/resource/Mikhail_Zagoskin","Russian Empire",,
"http://dbpedia.org/resource/Mykhailo_Kotsiubynsky","Russian Empire",,
"http://dbpedia.org/resource/Perch_Proshyan","Russian Empire",,
"http://dbpedia.org/resource/Shlomo_Zemach","Russian Empire",,
"http://dbpedia.org/resource/Sol_Liptzin","Russian Empire",,
"http://dbpedia.org/resource/Sava_Damjanov","Socialist Federal Republic of Yugoslavia",,
"http://dbpedia.org/resource/Irshad_Manji","Uganda",,
"http://dbpedia.org/resource/Julio_Herrera_y_Reissig","Uruguay",,
"http://dbpedia.org/resource/Sophie_von_Scherer","Vienna",,
"http://dbpedia.org/resource/David_Guterson","Washington (state)",,
"http://dbpedia.org/resource/Adriaan_van_Meerbeeck","Antwerp",,
"http://dbpedia.org/resource/Mikhail_Roshchin","Kazan",,
"http://dbpedia.org/resource/Dario_Fo","Kingdom of Italy",,
"http://dbpedia.org/resource/Elizabeth_Arnold_(children's_writer)","Leicester",,
"http://dbpedia.org/resource/Bali_Rai","Leicester",,
"http://dbpedia.org/resource/Mia_Alvar","Manila",,
"http://dbpedia.org/resource/Marta_Morazzoni","Milan",,
"http://dbpedia.org/resource/Arne_Berggren","Oslo",,
"http://dbpedia.org/resource/Elisheva_Bikhovski","Ryazan",,
"http://dbpedia.org/resource/Spider_Robinson","The Bronx",,
"http://dbpedia.org/resource/Isaac_Rosenberg","Bristol",,
"http://dbpedia.org/resource/Marvin_Cohen_(American_writer)","Brooklyn",,
"http://dbpedia.org/resource/Mikhail_Horowitz","Brooklyn",,
"http://dbpedia.org/resource/Robert_J._Randisi","Brooklyn",,
"http://dbpedia.org/resource/John_S._Hall","Brooklyn",,
"http://dbpedia.org/resource/Jason_Katims","Brooklyn",,
"http://dbpedia.org/resource/Harvey_Gates","Hawaii",,
"http://dbpedia.org/resource/Danièle_Thompson","Monaco",,
"http://dbpedia.org/resource/Joel_C._Rosenberg","Rochester, New York",,
"http://dbpedia.org/resource/Philip_Barry","Rochester, New York",,
"http://dbpedia.org/resource/Michael_Kammen","Rochester, New York",,
"http://dbpedia.org/resource/José_Bengoa","Santiago",,
"http://dbpedia.org/resource/Benedetto_Stay","Dubrovnik",,
"http://dbpedia.org/resource/Sheree_Bradford-Lea","Hamilton, Ontario",,
"http://dbpedia.org/resource/Marilou_Awiakta","Knoxville, Tennessee",,
"http://dbpedia.org/resource/Marija_Vojskovič","Ljubljana",,
"http://dbpedia.org/resource/Shuichi_Yoshida","Nagasaki",,
"http://dbpedia.org/resource/George_Gipe","Baltimore",,
"http://dbpedia.org/resource/Mikhail_Horowitz","Brooklyn, New York",,
"http://dbpedia.org/resource/Robert_J._Randisi","Brooklyn, New York",,
"http://dbpedia.org/resource/John_S._Hall","Brooklyn, New York",,
"http://dbpedia.org/resource/Jason_Katims","Brooklyn, New York",,
"http://dbpedia.org/resource/William_Gilmore_Simms","Charleston, South Carolina",,
"http://dbpedia.org/resource/Fernando_Ponce_de_León","Colombia",,
"http://dbpedia.org/resource/Fernando_Vallejo","Colombia",,
"http://dbpedia.org/resource/Odysseas_Elytis","Heraklion",,
"http://dbpedia.org/resource/Abraham_Mitrie_Rihbany","Mount Lebanon",,
"http://dbpedia.org/resource/Elise_Hu","St. Louis",,
"http://dbpedia.org/resource/André_Aciman","Alexandria",,
"http://dbpedia.org/resource/Filippo_Tommaso_Marinetti","Alexandria",,
"http://dbpedia.org/resource/Kevin_D._Williamson","Amarillo",,
"http://dbpedia.org/resource/Marta_Rădulescu","Argeș County",,
"http://dbpedia.org/resource/Jean_de_La_Fontaine","Champagne, France",,
"http://dbpedia.org/resource/Calisto_Bassi","Cremona",,
"http://dbpedia.org/resource/Mark_Farrell_(comedian)","Halifax, Nova Scotia",,
"http://dbpedia.org/resource/José_Bengoa","Santiago, Chile",,
"http://dbpedia.org/resource/Abraham_Abulafia","Zaragoza",,
"http://dbpedia.org/resource/Kevin_D._Williamson","Amarillo, Texas",,
"http://dbpedia.org/resource/Suhayr_al-Qalamawi","Cairo",,
"http://dbpedia.org/resource/Penelope_Lively","Cairo",,
"http://dbpedia.org/resource/Ralph_Chubb","Hertfordshire",,
"http://dbpedia.org/resource/Percy_Birtchnell","Hertfordshire",,
"http://dbpedia.org/resource/Dean_Gratton","Barry, Vale of Glamorgan",,
"http://dbpedia.org/resource/Shan-ul-Haq_Haqqee","Delhi",,
"http://dbpedia.org/resource/Marilyn_Durham","Evansville, Indiana",,
"http://dbpedia.org/resource/Miloš_Mikeln","Kingdom of Yugoslavia",,
"http://dbpedia.org/resource/George_Orwell","Bihar",,
"http://dbpedia.org/resource/Phanishwar_Nath_'Renu'","Bihar",,
"http://dbpedia.org/resource/David_Grossman","Jerusalem",,
"http://dbpedia.org/resource/Pearl_Abraham","Jerusalem",,
"http://dbpedia.org/resource/Fernando_Vallejo","Medellín",,
"http://dbpedia.org/resource/Karl_R._Coolidge","Scranton, Pennsylvania",,
"http://dbpedia.org/resource/Anthony_Ackroyd","Tasmania",,
"http://dbpedia.org/resource/Sori_Siregar","Medan",,
"http://dbpedia.org/resource/Etgar_Keret","Ramat Gan",,
"http://dbpedia.org/resource/Ömer_Seyfettin","Gönen",,
"http://dbpedia.org/resource/Steven_Pressfield","Port of Spain",,
"http://dbpedia.org/resource/Ivica_Đikić","SFR Yugoslavia",,
"http://dbpedia.org/resource/Zoran_Stefanović","SFR Yugoslavia",,
"http://dbpedia.org/resource/Federico_Uruburu","Granada",,
"http://dbpedia.org/resource/Marta_Rădulescu","Pitești",,
"http://dbpedia.org/resource/Bengt_Ohlsson","Östersund",,
"http://dbpedia.org/resource/Sheryl_McFarlane","Pembroke, Ontario",,
"http://dbpedia.org/resource/Kole_Nedelkovski","Veles (city)",,
"http://dbpedia.org/resource/Shizuto_Masunaga","Kure, Hiroshima",,
"http://dbpedia.org/resource/Rex_Pickett","Merced, California",,
"http://dbpedia.org/resource/Sinikka_Laine","Riihimäki",,
"http://dbpedia.org/resource/Brad_Abraham","Ottawa, Ontario, Canada",,
"http://dbpedia.org/resource/Dorothy_Richardson","Abingdon-on-Thames",,
"http://dbpedia.org/resource/Percy_Birtchnell","Berkhamsted",,
"http://dbpedia.org/resource/Kārlis_Skalbe","Russian empire",,
"http://dbpedia.org/resource/Elise_von_Hopffgarten","Altenburg",,
"http://dbpedia.org/resource/Tracy_K._Smith","Falmouth, Cornwall",,
"http://dbpedia.org/resource/Gregory_Burke","Rosyth",,
"http://dbpedia.org/resource/Richard_Lovelace","Woolwich",,
"http://dbpedia.org/resource/Tarasankar_Bandyopadhyay","Bengal",,
"http://dbpedia.org/resource/Sherwin_Bitsui","Holbrook, Arizona",,
"http://dbpedia.org/resource/Bengt_Pohjanen","Norrbotten",,
"http://dbpedia.org/resource/Dario_Fo","Province of Varese",,
"http://dbpedia.org/resource/Shlomo_Zemach","Płońsk",,
"http://dbpedia.org/resource/Richard_Matheson","Allendale, New Jersey",,
"http://dbpedia.org/resource/Steven_Pressfield","Port of Spain, Trinidad",,
"http://dbpedia.org/resource/Elizabeth_Armstrong_Reed","Winthrop, Maine",,
"http://dbpedia.org/resource/Gao_Xingjian","Ganzhou",,
"http://dbpedia.org/resource/Arne_Blix","Lyngen",,
"http://dbpedia.org/resource/David_Hoenigman","Cleveland",,
"http://dbpedia.org/resource/Harlan_Ellison","Cleveland",,
"http://dbpedia.org/resource/Despot_Badžović","Ottoman Empire",,
"http://dbpedia.org/resource/Risto_Krle","Ottoman Empire",,
"http://dbpedia.org/resource/Grigor_Parlichev","Ottoman Empire",,
"http://dbpedia.org/resource/Reed_Irvine","Salt Lake City",,
"http://dbpedia.org/resource/Kevin_Avery","Salt Lake City",,
"http://dbpedia.org/resource/Ciril_Zlobec","Slovenia",,
"http://dbpedia.org/resource/Marija_Vojskovič","Slovenia",,
"http://dbpedia.org/resource/Miloš_Mikeln","Slovenia",,
"http://dbpedia.org/resource/Reed_Irvine","Utah",,
"http://dbpedia.org/resource/Eliza_Rennie","Aberdeen",,
"http://dbpedia.org/resource/Robert_Karjel","Gothenburg",,
"http://dbpedia.org/resource/Raymond_Hitchcock_(author)","Kolkata",,
"http://dbpedia.org/resource/Sukumar_Ray","Kolkata",,
"http://dbpedia.org/resource/Karle_Wilson_Baker","Little Rock, Arkansas",,
"http://dbpedia.org/resource/Reed_Irvine","Salt Lake City, Utah",,
"http://dbpedia.org/resource/Kevin_Avery","Salt Lake City, Utah",,
"http://dbpedia.org/resource/Mark_Ethridge","Winston-Salem, NC",,
"http://dbpedia.org/resource/Sukumar_Ray","Calcutta",,
"http://dbpedia.org/resource/Moses_Isegawa","Kampala",,
"http://dbpedia.org/resource/Chude_Jideonwo","Nigeria",,
"http://dbpedia.org/resource/Sava_Damjanov","Novi Sad",,
"http://dbpedia.org/resource/Ivica_Đikić","Socialist Republic of Bosnia and Herzegovina",,
"http://dbpedia.org/resource/Diran_Kelekian","Kayseri",,
"http://dbpedia.org/resource/Grantland_Rice","Murfreesboro, Tennessee",,
"http://dbpedia.org/resource/David_Hill_(author)","Napier, New Zealand",,
"http://dbpedia.org/resource/Percy_Janes","St. John's, Newfoundland and Labrador",,
"http://dbpedia.org/resource/Percy_Janes","Newfoundland and Labrador",,
"http://dbpedia.org/resource/Sem_Benelli","Prato",,
"http://dbpedia.org/resource/Sophie_Radford_de_Meissner","Morristown, New Jersey",,
"http://dbpedia.org/resource/Alexander_Selin","Volzhsky, Volgograd Oblast",,
"http://dbpedia.org/resource/Mikhail_Osorgin","Perm",,
"http://dbpedia.org/resource/Naoki_Higashida","Chiba Prefecture",,
"http://dbpedia.org/resource/Shotaro_Ishinomori","Miyagi Prefecture",,
"http://dbpedia.org/resource/Clive_James","Kogarah, New South Wales",,
"http://dbpedia.org/resource/Ritchie_Perry","King's Lynn",,
"http://dbpedia.org/resource/Simo_Matavulj","Šibenik",,
"http://dbpedia.org/resource/Adrian_Păunescu","Bălți",,
"http://dbpedia.org/resource/Moses_Isegawa","Kampala, Uganda",,
"http://dbpedia.org/resource/David_Wood_(actor)","London Borough of Sutton",,
"http://dbpedia.org/resource/Zoran_Stefanović","Loznica",,
"http://dbpedia.org/resource/Marco_Denevi","Greater Buenos Aires",,
"http://dbpedia.org/resource/Sergiusz_Piasecki","Lyakhavichy",,
"http://dbpedia.org/resource/Mikhail_Zagoskin","Penza Governorate",,
"http://dbpedia.org/resource/Despot_Badžović","Kruševo",,
"http://dbpedia.org/resource/Bengt_Pohjanen","Pajala",,
"http://dbpedia.org/resource/Shirome","Settsu Province",,
"http://dbpedia.org/resource/Ronald_D._Moore","Chowchilla, California",,
"http://dbpedia.org/resource/Paolo_Marsi","Pescina",,
"http://dbpedia.org/resource/Simon_Clark_(novelist)","Doncaster",,
"http://dbpedia.org/resource/Socorro_Acioli","Fortaleza",,
"http://dbpedia.org/resource/Fernando_Tinajero","Quito",,
"http://dbpedia.org/resource/Oscar_Moro","Rosario, Santa Fe",,
"http://dbpedia.org/resource/André_Aciman","Alexandria, Egypt",,
"http://dbpedia.org/resource/Risto_Ahti","Lahti",,
"http://dbpedia.org/resource/Federico_Hernández_de_León","Quetzaltenango",,
"http://dbpedia.org/resource/Eliza_Calvert_Hall","Bowling Green, Kentucky",,
"http://dbpedia.org/resource/Vedam_Venkataraya_Sastry","Madras",,
"http://dbpedia.org/resource/Marco_Denevi","Buenos Aires Province",,
"http://dbpedia.org/resource/Emma_Orczy","Heves County",,
"http://dbpedia.org/resource/Gregory_Mcdonald","Shrewsbury, Massachusetts",,
"http://dbpedia.org/resource/George_Orwell","Motihari",,
"http://dbpedia.org/resource/Ferdowsi","Tus, Iran",,
"http://dbpedia.org/resource/Hugh_Leonard","Dalkey",,
"http://dbpedia.org/resource/Johanna_Sinisalo","Sodankylä",,
"http://dbpedia.org/resource/Sheri_Holman","Hanover County, Virginia",,
"http://dbpedia.org/resource/Simin_Palay","Casteide-Doat",,
"http://dbpedia.org/resource/Luigi_Illica","Castell'Arquato",,
"http://dbpedia.org/resource/Henrik_Wergeland","Kristiansand",,
"http://dbpedia.org/resource/Endre_Lund_Eriksen","Bodø, Norway",,
"http://dbpedia.org/resource/David_Silverman_(animator)","Long Island, New York",,
"http://dbpedia.org/resource/Jane_Rule","Plainfield, New Jersey",,
"http://dbpedia.org/resource/David_Gascoyne","Harrow, London",,
"http://dbpedia.org/resource/Mikhail_Avdeev","Orenburg",,
"http://dbpedia.org/resource/Mikhail_Larionovitch_Mikhailov","Orenburg",,
"http://dbpedia.org/resource/David_Burliuk","Sumy Oblast",,
"http://dbpedia.org/resource/Mary_Ann_Hoberman","Stamford, Connecticut",,
"http://dbpedia.org/resource/Harriet_Elizabeth_Prescott_Spofford","Calais, Maine",,
"http://dbpedia.org/resource/Bram_Stoker","Clontarf, Dublin",,
"http://dbpedia.org/resource/Sinclair_Lewis","Sauk Centre, Minnesota",,
"http://dbpedia.org/resource/Ravi_Belagere","Bellary",,
"http://dbpedia.org/resource/George_Orwell","Bengal Presidency",,
"http://dbpedia.org/resource/Qazi_Imdadul_Haq","Bengal Presidency",,
"http://dbpedia.org/resource/Tripuraneni_Ramaswamy","Krishna district",,
"http://dbpedia.org/resource/B._Jeyamohan","Nagercoil",,
"http://dbpedia.org/resource/Sampson_Starkweather","Pittsboro, North Carolina",,
"http://dbpedia.org/resource/Qazi_Imdadul_Haq","Khulna District",,
"http://dbpedia.org/resource/Ali-Shir_Nava'i","Timurid dynasty",,
"http://dbpedia.org/resource/Eliška_Krásnohorská","Austrian Empire",,
"http://dbpedia.org/resource/Simo_Matavulj","Austrian Empire",,
"http://dbpedia.org/resource/George_Orwell","East Champaran district",,
"http://dbpedia.org/resource/Ciril_Zlobec","Kingdom of Italy (1861–1946)",,
"http://dbpedia.org/resource/Aisha_Abd_al-Rahman","Damietta",,
"http://dbpedia.org/resource/Adrian_Păunescu","Bălţi County",,
"http://dbpedia.org/resource/Adrian_Păunescu","Copăceni, Sîngerei",,
"http://dbpedia.org/resource/Adrian_Păunescu","Republic of Moldova",,
"http://dbpedia.org/resource/Richard_Wagner_(novelist)","Romanian People's Republic",,
"http://dbpedia.org/resource/William_Harben","Dalton, Georgia",,
"http://dbpedia.org/resource/Jean_de_La_Fontaine","Château-Thierry",,
"http://dbpedia.org/resource/Aisha_Abd_al-Rahman","Domyat Governorate",,
"http://dbpedia.org/resource/Raza_Naqvi_Wahi","Siwan, Bihar",,
"http://dbpedia.org/resource/Ralph_Chubb","Harpenden",,
"http://dbpedia.org/resource/Lemn_Sissay","Higher End",,
"http://dbpedia.org/resource/Benjamin_Constant","Old Swiss Confederacy",,
"http://dbpedia.org/resource/Elinor_Wylie","Somerville, New Jersey",,
"http://dbpedia.org/resource/Simo_Matavulj","Kingdom of Dalmatia",,
"http://dbpedia.org/resource/Ivica_Đikić","Tomislavgrad",,
"http://dbpedia.org/resource/Sophie_Wörishöffer","Pinneberg",,
"http://dbpedia.org/resource/Rita_Joe","Whycocomagh, Nova Scotia",,
"http://dbpedia.org/resource/Urmuz","Curtea de Argeș",,
"http://dbpedia.org/resource/Léo-Paul_Desrosiers","Berthierville",,
"http://dbpedia.org/resource/Athol_Fugard","Middelburg, Eastern Cape",,
"http://dbpedia.org/resource/Despot_Badžović","Monastir Vilayet",,
"http://dbpedia.org/resource/Adriaan_van_Dis","Bergen, North Holland",,
"http://dbpedia.org/resource/Robert_A._Heinlein","Butler, Missouri",,
"http://dbpedia.org/resource/Yrjö_Kokko","Sortavala",,
"http://dbpedia.org/resource/Perch_Proshyan","Erivan Governorate",,
"http://dbpedia.org/resource/Filippo_Tommaso_Marinetti","Khedivate of Egypt",,
"http://dbpedia.org/resource/Aisha_Abd_al-Rahman","Khedivate of Egypt",,
"http://dbpedia.org/resource/Abbas_Zaryab","Khoy",,
"http://dbpedia.org/resource/Tarasankar_Bandyopadhyay","Birbhum district",,
"http://dbpedia.org/resource/Hugh_Leonard","Irish people",,
"http://dbpedia.org/resource/Shaukat_Galiev","Kazan Governorate",,
"http://dbpedia.org/resource/Razumnik_Ivanov-Razumnik","Tiflis",,
"http://dbpedia.org/resource/Fernando_Vallejo","Antioquia Department",,
"http://dbpedia.org/resource/Kola_Onadipe","Ogun State",,
"http://dbpedia.org/resource/Jean-Pierre_Desthuilliers","Versailles, Yvelines",,
"http://dbpedia.org/resource/Christian_Kracht","Saanen",,
"http://dbpedia.org/resource/Sir_David_Graaff,_1st_Baronet","Cape Colony",,
"http://dbpedia.org/resource/Martha_Summerhayes","Nantucket",,
"http://dbpedia.org/resource/Owen_Chase","Nantucket",,
"http://dbpedia.org/resource/Martha_Summerhayes","Nantucket, Massachusetts",,
"http://dbpedia.org/resource/Ferdowsi","Samanid Empire",,
"http://dbpedia.org/resource/Albrecht_Behmel","Black Forest",,
"http://dbpedia.org/resource/Calixa_Lavallée","Verchères",,
"http://dbpedia.org/resource/Lelord_Kordel","Warsaw, Poland",,
"http://dbpedia.org/resource/Adunis","Al-Qassabin",,
"http://dbpedia.org/resource/Adunis","Al Qassabin",,
"http://dbpedia.org/resource/Adunis","French Syria",,
"http://dbpedia.org/resource/Ömer_Seyfettin","Balıkesir Province",,
"http://dbpedia.org/resource/Phakirappa_Gurubasappa_Halakatti","Dharwad district",,
"http://dbpedia.org/resource/Benedetto_Stay","Republic of Ragusa",,
"http://dbpedia.org/resource/Mikhail_Alekseyev_(writer)","Saratov Governorate",,
"http://dbpedia.org/resource/Mikhail_Alekseyev_(writer)","Russian Socialist Federative Soviet Republic",,
"http://dbpedia.org/resource/Hilda_Ellis_Davidson","Bebington",,
"http://dbpedia.org/resource/Pavan_Choudary","Sagar, Madhya Pradesh",,
"http://dbpedia.org/resource/Kole_Nedelkovski","Čaška Municipality",,
"http://dbpedia.org/resource/Dean_Grennell","Humboldt, Kansas",,
"http://dbpedia.org/resource/Dardano_Sacchetti","Montenero di Bisaccia",,
"http://dbpedia.org/resource/Atrpet","Kars",,
"http://dbpedia.org/resource/Micha_Josef_Berdyczewski","Medzhybizh",,
"http://dbpedia.org/resource/Gustav_Frenssen","Barlt",,
"http://dbpedia.org/resource/Jack_Natteford","Wahoo, Nebraska",,
"http://dbpedia.org/resource/Elisabeth_Dored","Idd",,
"http://dbpedia.org/resource/Jürg_Federspiel","Canton Zurich",,
"http://dbpedia.org/resource/Tod_Goldberg","Berkeley, Missouri",,
"http://dbpedia.org/resource/Davit_Guramishvili","Kingdom of Kartli",,
"http://dbpedia.org/resource/Jeremy_Lloyd","Danbury, Essex",,
"http://dbpedia.org/resource/Endre_Fejes","Józsefváros",,
"http://dbpedia.org/resource/Martha_J._Lamb","Plainfield, Massachusetts",,
"http://dbpedia.org/resource/Seán_%22Clárach%22_Mac_Domhnaill","Churchtown, County Cork",,
"http://dbpedia.org/resource/Lester_del_Rey","Saratoga Township, Winona County, Minnesota",,
"http://dbpedia.org/resource/Marco_Denevi","Sáenz Peña, Buenos Aires",,
"http://dbpedia.org/resource/Tokutomi_Sohō","Minamata, Kumamoto",,
"http://dbpedia.org/resource/Eliza_Farnham","Rensselaerville, New York",,
"http://dbpedia.org/resource/Dario_Fo","Leggiuno",,
"http://dbpedia.org/resource/Dario_Fo","Sangiano",,
"http://dbpedia.org/resource/Grigory_Eliseev","Vengerovsky District",,
"http://dbpedia.org/resource/Sir_David_Graaff,_1st_Baronet","Villiersdorp",,
"http://dbpedia.org/resource/Richard_Wagner_(novelist)","Lovrin",,
"http://dbpedia.org/resource/Mario_Benedetti","Paso de los Toros",,
"http://dbpedia.org/resource/Kevin_Gilbert_(author)","Condobolin",,
"http://dbpedia.org/resource/Emma_Orczy","Tarnaörs",,
"http://dbpedia.org/resource/Herta_Huber","Luby (Cheb District)",,
"http://dbpedia.org/resource/Karol_Piegza","Lazy (Orlová)",,
"http://dbpedia.org/resource/Shotaro_Ishinomori","Tome, Miyagi",,
"http://dbpedia.org/resource/Sterling_North","Koshkonong, Wisconsin",,
"http://dbpedia.org/resource/Lucius_Accius","Pisaurum",,
"http://dbpedia.org/resource/Tarasankar_Bandyopadhyay","Labhpur",,
"http://dbpedia.org/resource/Josh_Senter","Plato, Missouri",,
"http://dbpedia.org/resource/Sebastian_Klonowic","Sulmierzyce",,
"http://dbpedia.org/resource/Kārlis_Skalbe","Vecpiebalga Municipality",,
"http://dbpedia.org/resource/Kārlis_Skalbe","Vecpiebalga parish",,
"http://dbpedia.org/resource/Marina_Palei","St-Petersburg",,
"http://dbpedia.org/resource/Mikhail_Zagoskin","Mokshansky District",,
"http://dbpedia.org/resource/Odysseas_Elytis","Republic of Crete",,
"http://dbpedia.org/resource/Pete_McCarthy","Northwest England",,
"http://dbpedia.org/resource/Bendix_Ebbell","http://wikidata.dbpedia.org/resource/Q19403320",,
"http://dbpedia.org/resource/Bengt_Pohjanen","http://dbpedia.org/resource/Kassa,_Sweden",,
"http://dbpedia.org/resource/Davit_Guramishvili","http://wikidata.dbpedia.org/resource/Q15863456",,
"http://dbpedia.org/resource/Liza_Marklund","http://dbpedia.org/resource/Pålmark,Sweden",,
"http://dbpedia.org/resource/Eliza_Fletcher","http://dbpedia.org/resource/Oxton,_North_Yorkshire",,
"http://dbpedia.org/resource/Eliza_Orzeszkowa","http://wikidata.dbpedia.org/resource/Q653342",,
"http://dbpedia.org/resource/Elisabeth_Hauptmann","http://wikidata.dbpedia.org/resource/Q1612286",,
"http://dbpedia.org/resource/Grigory_Eliseev","http://wikidata.dbpedia.org/resource/Q4009656",,
"http://dbpedia.org/resource/Raza_Naqvi_Wahi","http://dbpedia.org/resource/Khujwa",,
"http://dbpedia.org/resource/Tripuraneni_Ramaswamy","http://dbpedia.org/resource/Angaluru",,
"http://dbpedia.org/resource/Jorge_Zamacona","http://dbpedia.org/resource/Madigan_Army_Hospital_Fort_Lewis_Washington",,
"http://dbpedia.org/resource/10_Story_Fantasy",,,
"http://dbpedia.org/resource/David_Eisenbach",,,
"http://dbpedia.org/resource/Jamie_Linden_(writer)",,,
"http://dbpedia.org/resource/Terje_Holtet_Larsen",,,
"http://dbpedia.org/resource/2000_Qatar_Open_–_Doubles",,,
"http://dbpedia.org/resource/Ken_Edwards",,,
"http://dbpedia.org/resource/Jon_Sharpe",,,
"http://dbpedia.org/resource/Bendix_Joachim_Ebbell",,,
"http://dbpedia.org/resource/Benedict_Carton",,,
"http://dbpedia.org/resource/Benedict_Joseph_Murdoch",,,
"http://dbpedia.org/resource/Benedict_of_Soracte",,,
"http://dbpedia.org/resource/Benerson_Little",,,
"http://dbpedia.org/resource/Matthew_O'Brien",,,
"http://dbpedia.org/resource/Steve_Matchett",,,
"http://dbpedia.org/resource/Claude_Brossette",,,
"http://dbpedia.org/resource/Goncourt_brothers",,,
"http://dbpedia.org/resource/Ron_J._Friedman",,,
"http://dbpedia.org/resource/Jeff_Burlingame",,,
"http://dbpedia.org/resource/Michael_Wolff_(journalist)",,,
"http://dbpedia.org/resource/George_McCoy",,,
"http://dbpedia.org/resource/Norman_Snider",,,
"http://dbpedia.org/resource/Vernon_Smith_(screenwriter)",,,
"http://dbpedia.org/resource/Chuck_Ranberg",,,
"http://dbpedia.org/resource/Chuck_Sklar",,,
"http://dbpedia.org/resource/R._Chudamani",,,
"http://dbpedia.org/resource/Thomas_Chubb",,,
"http://dbpedia.org/resource/Cirilo_Bautista",,,
"http://dbpedia.org/resource/Homeward_Bound_(Turtledove_novel)",,,
"http://dbpedia.org/resource/David_Garrow",,,
"http://dbpedia.org/resource/David_George_Stead",,,
"http://dbpedia.org/resource/David_Gessner",,,
"http://dbpedia.org/resource/David_Goldschmid",,,
"http://dbpedia.org/resource/David_Gurr",,,
