"writer","birthPlaceLabel","nationality","country","deathPlaceLabel"
"http://dbpedia.org/resource/Ruth_Rendell","South Woodford",,,"London"
"http://dbpedia.org/resource/Donald_James","World's End, Kensington and Chelsea",,,"London"
"http://dbpedia.org/resource/Idries_Shah","Shimla",,,"London"
"http://dbpedia.org/resource/Oliver_Goldsmith","County Roscommon",,,"London"
"http://dbpedia.org/resource/Henry_Hardy_Heins","Hollis, Queens",,,"New York (state)"
"http://dbpedia.org/resource/Dylan_Thomas","Uplands, Swansea",,,"New York (state)"
"http://dbpedia.org/resource/Dylan_Thomas","Uplands, Swansea",,,"New York City"
"http://dbpedia.org/resource/André_Breton","Orne",,,"Paris"
"http://dbpedia.org/resource/George_Morgan_(screenwriter)","Concord, Delaware",,,"Philadelphia"
"http://dbpedia.org/resource/Friedrich_Dürrenmatt","Canton of Bern",,,"Switzerland"
"http://dbpedia.org/resource/Diana_Morgan_(screenwriter)","Cathedral Road",,,"United Kingdom"
"http://dbpedia.org/resource/John_Betjeman","Lissenden Gardens",,,"United Kingdom"
"http://dbpedia.org/resource/John_Betjeman","Gospel Oak",,,"United Kingdom"
"http://dbpedia.org/resource/Vince_Powell","Miles Platting",,,"United Kingdom"
"http://dbpedia.org/resource/Henry_Hardy_Heins","Hollis, Queens",,,"United States"
"http://dbpedia.org/resource/Leah_Bodine_Drake","Chanute, Kansas",,,"United States"
"http://dbpedia.org/resource/Georg_Trakl","Duchy of Salzburg",,,"Austria-Hungary"
"http://dbpedia.org/resource/Rainer_Maria_Rilke","Kingdom of Bohemia",,,"Montreux"
"http://dbpedia.org/resource/John_Betjeman","Lissenden Gardens",,,"Cornwall"
"http://dbpedia.org/resource/John_Betjeman","Gospel Oak",,,"Cornwall"
"http://dbpedia.org/resource/Leah_Bodine_Drake","Chanute, Kansas",,,"Parkersburg, West Virginia"
"http://dbpedia.org/resource/Ion_Agârbiceanu","Lands of the Crown of Saint Stephen",,,"Cluj-Napoca"
"http://dbpedia.org/resource/Ion_Agârbiceanu","Cenade",,,"Cluj-Napoca"
"http://dbpedia.org/resource/Ion_Agârbiceanu","Lands of the Crown of Saint Stephen",,,"Cluj"
"http://dbpedia.org/resource/Ion_Agârbiceanu","Cenade",,,"Cluj"
"http://dbpedia.org/resource/Hugo_von_Hofmannsthal","Landstraße",,,"Austria"
"http://dbpedia.org/resource/Grover_Jones","Rosedale, Indiana",,,"Hollywood, California"
"http://dbpedia.org/resource/Thomas_J._Geraghty","Rushville, Indiana",,,"Hollywood, California"
"http://dbpedia.org/resource/Henrik_Ibsen","Grenland",,,"Norway"
"http://dbpedia.org/resource/Jack_Cunningham_(screenwriter)","Ionia, Iowa",,,"Santa Monica, California"
"http://dbpedia.org/resource/Christopher_Isherwood","High Lane",,,"Santa Monica, California"
"http://dbpedia.org/resource/Christopher_Isherwood","Wyberslegh Hall",,,"Santa Monica, California"
"http://dbpedia.org/resource/Vsevolod_Kochetov","Novgorod",,,"USSR"
"http://dbpedia.org/resource/Georg_Trakl","Duchy of Salzburg",,,"Kraków"
"http://dbpedia.org/resource/Dermot_Healy","Finnea",,,"Sligo"
"http://dbpedia.org/resource/John_Ruskin","Brunswick Square",,,"Cumbria"
"http://dbpedia.org/resource/Alfonsina_Storni","Lugano District",,,"Argentina"
"http://dbpedia.org/resource/John_Ruskin","Brunswick Square",,,"Lancashire"
"http://dbpedia.org/resource/Michael_de_Larrabeiti","Lambeth",,,"Oxford"
"http://dbpedia.org/resource/Pyotr_Pavlenko","St Petersburg",,,"Soviet Union"
"http://dbpedia.org/resource/Vince_Powell","Miles Platting",,,"Surrey"
"http://dbpedia.org/resource/Mehmed_Uzun","Siverek",,,"Turkey"
"http://dbpedia.org/resource/Sulkhan-Saba_Orbeliani","Safavid Empire",,,"Russian Empire"
"http://dbpedia.org/resource/Sulkhan-Saba_Orbeliani","Kingdom of Kartli (1484–1762)",,,"Russian Empire"
"http://dbpedia.org/resource/Alexander_Kazantsev","Akmolinsk",,,"Russian Federation"
"http://dbpedia.org/resource/Vsevolod_Kochetov","Novgorod",,,"Russian SFSR"
"http://dbpedia.org/resource/Edvard_Kocbek","Duchy of Styria",,,"Socialist Federal Republic of Yugoslavia"
"http://dbpedia.org/resource/Edvard_Kocbek","Sveti Jurij ob Ščavnici",,,"Socialist Federal Republic of Yugoslavia"
"http://dbpedia.org/resource/Marjan_Rožanc","Drava Banovina",,,"Socialist Federal Republic of Yugoslavia"
"http://dbpedia.org/resource/Marjan_Rožanc","Polje District",,,"Socialist Federal Republic of Yugoslavia"
"http://dbpedia.org/resource/Marjan_Rožanc","Polje, Ljubljana",,,"Socialist Federal Republic of Yugoslavia"
"http://dbpedia.org/resource/Alexander_Lernet-Holenia","Austria–Hungary",,,"Vienna"
"http://dbpedia.org/resource/Henry_Hardy_Heins","Hollis, Queens",,,"Albany, New York"
"http://dbpedia.org/resource/Henrik_Ibsen","Grenland",,,"Oslo"
"http://dbpedia.org/resource/Leah_Bodine_Drake","Chanute, Kansas",,,"West Virginia"
"http://dbpedia.org/resource/Julien_Gracq","Maine-et-Loire","French",,"Angers"
"http://dbpedia.org/resource/Julien_Gracq","Saint-Florent-le-Vieil","French",,"Angers"
"http://dbpedia.org/resource/Frederick_Exley","New York (magazine)","American",,"Alexandria Bay, New York"
"http://dbpedia.org/resource/John_Cowper_Powys","Shirley, Derbyshire","English",,"Blaenau Ffestiniog"
"http://dbpedia.org/resource/John_O'Hara","Pottsville, Pennsylvania","American",,"Princeton, New Jersey"
"http://dbpedia.org/resource/Ouida","Bury St. Edmunds","French-British",,"Viareggio"
"http://dbpedia.org/resource/Pearl_S._Buck","Hillsboro, West Virginia","American",,"Danby, Vermont"
"http://dbpedia.org/resource/C._S._Forester","Khedivate of Egypt","British",,"Fullerton, California"
"http://dbpedia.org/resource/Clark_Ashton_Smith","Long Valley Caldera","American",,"Pacific Grove, California"
"http://dbpedia.org/resource/Siegfried_Sassoon","Matfield","British",,"Wiltshire"
"http://dbpedia.org/resource/Siegfried_Sassoon","Matfield","British",,"Heytesbury"
"http://dbpedia.org/resource/Lord_Alfred_Douglas","Powick","British",,"St Andrews"
"http://dbpedia.org/resource/Juran_Hisao","Hakodate, Hokkaido",,,"Kamakura"
"http://dbpedia.org/resource/Juran_Hisao","Hakodate",,,"Kamakura"
"http://dbpedia.org/resource/Edvard_Kocbek","Duchy of Styria",,,"Ljubljana"
"http://dbpedia.org/resource/Edvard_Kocbek","Sveti Jurij ob Ščavnici",,,"Ljubljana"
"http://dbpedia.org/resource/Marjan_Rožanc","Drava Banovina",,,"Ljubljana"
"http://dbpedia.org/resource/Marjan_Rožanc","Polje District",,,"Ljubljana"
"http://dbpedia.org/resource/Marjan_Rožanc","Polje, Ljubljana",,,"Ljubljana"
"http://dbpedia.org/resource/George_Morgan_(screenwriter)","Concord, Delaware",,,"Philadelphia, Pennsylvania"
"http://dbpedia.org/resource/John_Christopher","Metropolitan Borough of Knowsley",,,"Bath, Somerset"
"http://dbpedia.org/resource/Monte_M._Katterjohn","Boonville, Indiana",,,"Evansville, Indiana"
"http://dbpedia.org/resource/Vince_Powell","Miles Platting",,,"Guildford"
"http://dbpedia.org/resource/Friedrich_Dürrenmatt","Canton of Bern",,,"Neuchâtel"
"http://dbpedia.org/resource/Edvard_Kocbek","Duchy of Styria",,,"Socialist Republic of Slovenia"
"http://dbpedia.org/resource/Edvard_Kocbek","Sveti Jurij ob Ščavnici",,,"Socialist Republic of Slovenia"
"http://dbpedia.org/resource/Walt_Whitman","West Hills, New York",,,"Camden, New Jersey"
"http://dbpedia.org/resource/Isaac_Bashevis_Singer","Leoncin",,,"Miami-Dade County, Florida"
"http://dbpedia.org/resource/Mehmed_Uzun","Siverek",,,"Diyarbakır"
"http://dbpedia.org/resource/Gavin_Maxwell","Elrig",,,"Inverness"
"http://dbpedia.org/resource/Rainer_Maria_Rilke","Kingdom of Bohemia",,,"Vaud"
"http://dbpedia.org/resource/Ovid","Roman Republic",,,"Roman Empire"
"http://dbpedia.org/resource/Ovid","Italy (Ancient Rome)",,,"Roman Empire"
"http://dbpedia.org/resource/Ovid","Sulmona",,,"Roman Empire"
"http://dbpedia.org/resource/Eric_Rücker_Eddison","Adel, Leeds",,,"Marlborough, Wiltshire"
"http://dbpedia.org/resource/Agrippa_d'Aubigné","Charente-Maritime",,,"Jussy, Switzerland"
"http://dbpedia.org/resource/Juran_Hisao","Hakodate, Hokkaido",,,"Kamakura, Kanagawa"
"http://dbpedia.org/resource/Juran_Hisao","Hakodate",,,"Kamakura, Kanagawa"
"http://dbpedia.org/resource/Mehmed_Uzun","Siverek",,,"Diyarbakir"
"http://dbpedia.org/resource/Alexander_Kazantsev","Akmolinsk",,,"Peredelkino"
"http://dbpedia.org/resource/Ralph_Block","Cherokee, Iowa",,,"Wheaton, Maryland"
"http://dbpedia.org/resource/Ovid","Roman Republic",,,"Scythia Minor"
"http://dbpedia.org/resource/Ovid","Italy (Ancient Rome)",,,"Scythia Minor"
"http://dbpedia.org/resource/Ovid","Sulmona",,,"Scythia Minor"
"http://dbpedia.org/resource/Alfonsina_Storni","Lugano District",,,"Mar del Plata"
"http://dbpedia.org/resource/Dermot_Healy","Finnea",,,"County Sligo"
"http://dbpedia.org/resource/Hector_Turnbull","Arlington, New Jersey",,,"New Hope, Pennsylvania"
"http://dbpedia.org/resource/Hector_Turnbull","Kearny Uplands",,,"New Hope, Pennsylvania"
"http://dbpedia.org/resource/Ion_Agârbiceanu","Lands of the Crown of Saint Stephen",,,"Romanian People's Republic"
"http://dbpedia.org/resource/Ion_Agârbiceanu","Cenade",,,"Romanian People's Republic"
"http://dbpedia.org/resource/Bruno_Schulz","Drohobych",,,"Occupied Poland"
"http://dbpedia.org/resource/Bruno_Schulz","Kingdom of Galicia and Lodomeria",,,"Occupied Poland"
"http://dbpedia.org/resource/Bruno_Schulz","Drohobych",,,"Drohobych"
"http://dbpedia.org/resource/Bruno_Schulz","Kingdom of Galicia and Lodomeria",,,"Drohobych"
"http://dbpedia.org/resource/Isaac_Bashevis_Singer","Leoncin",,,"Surfside, Florida"
"http://dbpedia.org/resource/Diana_Morgan_(screenwriter)","Cathedral Road",,,"Northwood, Middlesex"
"http://dbpedia.org/resource/Sarah_Orne_Jewett","South Berwick, Maine",,,"South Berwick, Maine"
"http://dbpedia.org/resource/James_Salter","Passaic",,,"Sag Harbor, New York"
"http://dbpedia.org/resource/Bruno_Schulz","Drohobych",,,"Drohobycz"
"http://dbpedia.org/resource/Bruno_Schulz","Kingdom of Galicia and Lodomeria",,,"Drohobycz"
"http://dbpedia.org/resource/John_Ruskin","Brunswick Square",,,"Coniston, Cumbria"
"http://dbpedia.org/resource/John_Ruskin","Brunswick Square",,,"Brantwood"
"http://dbpedia.org/resource/John_Betjeman","Lissenden Gardens",,,"Trebetherick"
"http://dbpedia.org/resource/John_Betjeman","Gospel Oak",,,"Trebetherick"
"http://dbpedia.org/resource/Robert_E._Howard","Peaster, Texas",,,"Cross Plains, Texas"
"http://dbpedia.org/resource/Hugo_von_Hofmannsthal","Landstraße",,,"Liesing"
"http://dbpedia.org/resource/Marjan_Rožanc","Drava Banovina",,,"Republic of Slovenia (1990-1991)"
"http://dbpedia.org/resource/Marjan_Rožanc","Polje District",,,"Republic of Slovenia (1990-1991)"
"http://dbpedia.org/resource/Marjan_Rožanc","Polje, Ljubljana",,,"Republic of Slovenia (1990-1991)"
"http://dbpedia.org/resource/Henrik_Ibsen","Grenland",,,
"http://dbpedia.org/resource/Hugo_von_Hofmannsthal","Landstraße",,,
"http://dbpedia.org/resource/João_de_Lemos","Peso da Régua",,,
"http://dbpedia.org/resource/Dennis_Lehane","Dorchester, Boston","American",,
"http://dbpedia.org/resource/Jin_Yong","Haining (city)","Chinese",,
"http://dbpedia.org/resource/Jiro_Taniguchi","Isesaki, Gunma","Japanese",,
"http://dbpedia.org/resource/José_Rodrigues_dos_Santos","Overseas Province of Mozambique","Portuguese",,
"http://dbpedia.org/resource/Kenzaburō_Ōe","Uchiko, Ehime","Japanese",,
"http://dbpedia.org/resource/Roy_Clarke","Austerfield","British",,
"http://dbpedia.org/resource/Roy_Clarke","West Riding of Yorkshire","British",,
"http://dbpedia.org/resource/Ruskin_Bond","Punjab States Agency","Indian",,
"http://dbpedia.org/resource/Steven_Saylor","Port Lavaca, Texas","American",,
"http://dbpedia.org/resource/William_Boyd_(writer)","Gold Coast (British colony)","Scottish",,
"http://dbpedia.org/resource/Christopher_Matthew","Lewisham","British",,
"http://dbpedia.org/resource/Tim_O'Brien_(author)","Austin, Minnesota","American",,
"http://dbpedia.org/resource/Charlotte_Agell","Norsjö","American",,
"http://dbpedia.org/resource/John_Agard","British Guiana","Guyanesee",,
"http://dbpedia.org/resource/Mirshahin_Agayev","Yardımlı","Azerbaijani",,
"http://dbpedia.org/resource/Mirshahin_Agayev","Yardimli","Azerbaijani",,
"http://dbpedia.org/resource/Alexander_MacLeod_(writer)","Inverness, Nova Scotia",,"http://dbpedia.org/resource/Canada",
"http://dbpedia.org/resource/Tim_Kring","El Dorado County, California",,,
"http://dbpedia.org/resource/Peter_Robinson_(novelist)","Armley",,,
"http://dbpedia.org/resource/Ngũgĩ_wa_Thiong'o","Kenya Colony",,,
"http://dbpedia.org/resource/Shaiju_Mathew","Anchal",,,
"http://dbpedia.org/resource/Patric_Verrone","Glendale, Queens",,,
"http://dbpedia.org/resource/Wilbur_Smith","Kabwe",,,
"http://dbpedia.org/resource/Manuel_Alfonseca","España",,,
"http://dbpedia.org/resource/Joe_R._Lansdale","Gladewater, Texas",,,
"http://dbpedia.org/resource/Howard_Waldrop","Houston, Mississippi",,,
"http://dbpedia.org/resource/V._S._Naipaul","Caroni County",,,
"http://dbpedia.org/resource/Ian_La_Frenais","Monkseaton",,,
"http://dbpedia.org/resource/Gregory_Poirier","Kula, Hawaii",,,
"http://dbpedia.org/resource/Mohammed_Hanif","Okara, Pakistan",,,
"http://dbpedia.org/resource/Edna_O'Brien","Tuamgraney",,,
"http://dbpedia.org/resource/Tim_Kring","El Dorado County",,,
"http://dbpedia.org/resource/Joe_R._Lansdale","Gladewater",,,
"http://dbpedia.org/resource/Ngũgĩ_wa_Thiong'o","Kamiriithu",,,
"http://dbpedia.org/resource/Ngũgĩ_wa_Thiong'o","Kamirithu",,,
"http://dbpedia.org/resource/Yaddanapudi_Sulochana_Rani","Kaaza",,,
"http://dbpedia.org/resource/Kaviraj_(lyricist)","Shivamogga",,,
"http://dbpedia.org/resource/André_Couteaux","Istanbul","French","http://dbpedia.org/resource/France","Paris"
"http://dbpedia.org/resource/Francisco_Otaviano","Rio de Janeiro (state)","Brazilian",,"Rio de Janeiro (state)"
"http://dbpedia.org/resource/Francisco_Otaviano","Rio de Janeiro (state)","Brazilian",,"Brazil"
"http://dbpedia.org/resource/Francisco_Otaviano","Rio de Janeiro (state)","Brazilian",,"Rio de Janeiro"
"http://dbpedia.org/resource/Alice_Borchardt","Louisiana","American",,"Houston"
"http://dbpedia.org/resource/Alice_Borchardt","New Orleans","American",,"Houston"
"http://dbpedia.org/resource/Alice_Borchardt","Louisiana","American",,"Texas"
"http://dbpedia.org/resource/Alice_Borchardt","New Orleans","American",,"Texas"
"http://dbpedia.org/resource/Leslie_Charteris","Singapore","British",,"Windsor, Berkshire"
"http://dbpedia.org/resource/Aline_Valangin","Vevey","Swiss",,"Ascona"
"http://dbpedia.org/resource/Alma_Denny","Far Rockaway, Queens","American",,"Manhattan"
"http://dbpedia.org/resource/Manuel_Antônio_de_Almeida","Rio de Janeiro (state)","Brazilian",,"Rio de Janeiro (state)"
"http://dbpedia.org/resource/Manuel_Antônio_de_Almeida","Rio de Janeiro (state)","Brazilian",,"Brazil"
"http://dbpedia.org/resource/Manuel_Antônio_de_Almeida","Rio de Janeiro (state)","Brazilian",,"Macaé"
"http://dbpedia.org/resource/Leslie_Stephen","London","English",,"London"
"http://dbpedia.org/resource/Leslie_Stephen","London","English",,"Kensington"
"http://dbpedia.org/resource/Alison_Gordon","New York City",,"http://dbpedia.org/resource/Canada","Canada"
"http://dbpedia.org/resource/Alison_Gordon","New York City",,"http://dbpedia.org/resource/Canada","Toronto"
"http://dbpedia.org/resource/Alison_Gordon","New York City",,"http://dbpedia.org/resource/Canada","Ontario"
"http://dbpedia.org/resource/Alison_Gordon","New York City",,"http://dbpedia.org/resource/Canada","Michael Garron Hospital"
"http://dbpedia.org/resource/Alphonse_de_Châteaubriant","Rennes",,"http://dbpedia.org/resource/France","Kitzbühel"
"http://dbpedia.org/resource/Andrea_Leone_Tottola","Naples",,"http://dbpedia.org/resource/Italy","Naples"
"http://dbpedia.org/resource/Charles_H._Wesley","Louisville, Kentucky",,,"District of Columbia"
"http://dbpedia.org/resource/James_Tiptree_Jr.","Illinois",,,"McLean, Virginia"
"http://dbpedia.org/resource/Alma_Routsong","Traverse City, Michigan",,,"Poughkeepsie, New York"
"http://dbpedia.org/resource/Andrea_Dunbar","England",,,"England"
"http://dbpedia.org/resource/Frédéric_Mistral","France",,,"France"
"http://dbpedia.org/resource/André_Stil","France",,,"France"
"http://dbpedia.org/resource/Giorgio_Amendola","Italy",,,"Italy"
"http://dbpedia.org/resource/Arthur_Ripley","New York City",,,"Los Angeles"
"http://dbpedia.org/resource/Frank_Howard_Clark","Pittsburgh, Pennsylvania",,,"Los Angeles"
"http://dbpedia.org/resource/Frank_Howard_Clark","Pittsburgh, Pennsylvania",,,"Los Angeles, California"
"http://dbpedia.org/resource/Frank_McCourt","New York (state)",,,"New York (state)"
"http://dbpedia.org/resource/Andy_Rooney","New York (state)",,,"New York (state)"
"http://dbpedia.org/resource/Elaine_Sterne_Carrington","New York, New York",,,"New York City"
"http://dbpedia.org/resource/Elaine_Sterne_Carrington","New York City",,,"New York City"
"http://dbpedia.org/resource/Frank_McCourt","New York (state)",,,"New York City"
"http://dbpedia.org/resource/Andy_Rooney","New York (state)",,,"New York City"
"http://dbpedia.org/resource/Paul_Celan","Chernivtsi",,,"Paris"
"http://dbpedia.org/resource/Alice_Dalgliesh","Trinidad",,,"United States"
"http://dbpedia.org/resource/André_Brink","Union of South Africa",,,"Cape Town"
"http://dbpedia.org/resource/George_Wells_(screenwriter)","New York, New York",,,"Newport Beach, California"
"http://dbpedia.org/resource/Giorgio_Amendola","Italy",,,"Rome"
"http://dbpedia.org/resource/Charles_H._Wesley","Louisville, Kentucky",,,"Washington, D.C."
"http://dbpedia.org/resource/Andrea_Dunbar","England",,,"Bradford"
"http://dbpedia.org/resource/Almeida_Garrett","Porto",,,"Lisbon"
"http://dbpedia.org/resource/Saint-John_Perse","Pointe-à-Pitre",,,"Provence"
"http://dbpedia.org/resource/Andrea_Dunbar","England",,,"West Yorkshire"
"http://dbpedia.org/resource/Alma_Routsong","Traverse City, Michigan",,,"Poughkeepsie (city), New York"
"http://dbpedia.org/resource/Frank_McCourt","New York (state)",,,"Manhattan"
"http://dbpedia.org/resource/Val_Valentine","London",,,"Brighton"
"http://dbpedia.org/resource/Alice_Dalgliesh","Trinidad",,,"Woodbury, Connecticut"
"http://dbpedia.org/resource/Almeida_Garrett","Porto",,,"Kingdom of Portugal"
"http://dbpedia.org/resource/Boris_Pasternak","Moscow",,,"Peredelkino"
"http://dbpedia.org/resource/André_Stil","France",,,"Camélas"
"http://dbpedia.org/resource/Frédéric_Mistral","France",,,"Maillane"
"http://dbpedia.org/resource/Saint-John_Perse","Pointe-à-Pitre",,,"Giens Peninsula"
"http://dbpedia.org/resource/Saint-John_Perse","Pointe-à-Pitre",,,"Presqu'île de Giens"
"http://dbpedia.org/resource/Andrea_Goldsmith","Melbourne","Australian","http://dbpedia.org/resource/Australia",
"http://dbpedia.org/resource/Iegor_Gran","Moscow","French","http://dbpedia.org/resource/France",
"http://dbpedia.org/resource/Annah_Faulkner","Melbourne","Australian","http://dbpedia.org/resource/Australia",
"http://dbpedia.org/resource/Tony_Jordan","Southport","British",,
"http://dbpedia.org/resource/Alice_Chetwynd_Ley","Halifax, West Yorkshire","British",,
"http://dbpedia.org/resource/Christopher_Rice","Berkeley, California","American",,
"http://dbpedia.org/resource/Judith_Hermann","Berlin","German",,
"http://dbpedia.org/resource/Susan_Juby","Ponoka, Alberta","Canadian",,
"http://dbpedia.org/resource/Alison_Goodman","Melbourne","Australian",,
"http://dbpedia.org/resource/Alison_Goodman","Melbourne, Victoria","Australian",,
"http://dbpedia.org/resource/Alison_Joseph","England","British",,
"http://dbpedia.org/resource/Alissa_Quart","New York City","American",,
"http://dbpedia.org/resource/Allie_Bates","Memphis, Tennessee","American",,
"http://dbpedia.org/resource/Darren_Shan","England","Irish",,
"http://dbpedia.org/resource/Darren_Shan","London","Irish",,
"http://dbpedia.org/resource/Roger_MacBride_Allen","Bridgeport, Connecticut","American",,
"http://dbpedia.org/resource/Amelia_Atwater-Rhodes","Silver Spring, Maryland","American",,
"http://dbpedia.org/resource/Taylor_Branch","Atlanta, Georgia","American",,
"http://dbpedia.org/resource/James_Ellroy","Los Angeles","American",,
"http://dbpedia.org/resource/James_Ellroy","Los Angeles, California","American",,
"http://dbpedia.org/resource/Rita_Dove","Akron, Ohio","United States",,
"http://dbpedia.org/resource/Andre_Dubus_III","Oceanside, California","American",,
"http://dbpedia.org/resource/Andrea_Jutson","Auckland","New Zealand",,
"http://dbpedia.org/resource/André_François_(race_car_driver)","Lyon","French",,
"http://dbpedia.org/resource/André_François_(race_car_driver)","France","French",,
"http://dbpedia.org/resource/Anne_Weale","England","British",,
"http://dbpedia.org/resource/Andrzej_Stasiuk","Warsaw","Polish",,
"http://dbpedia.org/resource/Denis_Johnson","Munich","American",,
"http://dbpedia.org/resource/Alison_Croggon","Transvaal Province",,"http://dbpedia.org/resource/Australia",
"http://dbpedia.org/resource/Bryan_Elsley","Dalkeith",,"http://dbpedia.org/resource/United_Kingdom",
"http://dbpedia.org/resource/Bryan_Elsley","Dalkeith",,"http://dbpedia.org/resource/Scotland",
"http://dbpedia.org/resource/Andrea_Molesini","Venice",,"http://dbpedia.org/resource/Italy",
"http://dbpedia.org/resource/Andy_Benoit","Idaho",,,
"http://dbpedia.org/resource/Andrea_Ashworth","Manchester",,,
"http://dbpedia.org/resource/Gerald_Vizenor","Minneapolis",,,
"http://dbpedia.org/resource/Alisa_Ganieva","Moscow",,,
"http://dbpedia.org/resource/Andrei_Gusev","Moscow",,,
"http://dbpedia.org/resource/Leslie_Marmon_Silko","New Mexico",,,
"http://dbpedia.org/resource/Andrus_Kivirähk","Tallinn",,,
"http://dbpedia.org/resource/Esmeralda_Santiago","San Juan, Puerto Rico",,,
"http://dbpedia.org/resource/Andrei_Gusev","Russian Soviet Federative Socialist Republic",,,
"http://dbpedia.org/resource/Yvonne_Kroonenberg","Amsterdam",,,
"http://dbpedia.org/resource/Eric_de_Kuyper","Belgium",,,
"http://dbpedia.org/resource/Amélie_Nothomb","Belgium",,,
"http://dbpedia.org/resource/Andrea_Hollander_Budy","Berlin",,,
"http://dbpedia.org/resource/Jeff_Melvoin","Boston",,,
"http://dbpedia.org/resource/Allen_Zadoff","Boston",,,
"http://dbpedia.org/resource/Margaret_Atwood","Canada",,,
"http://dbpedia.org/resource/Ali_Sparkes","England",,,
"http://dbpedia.org/resource/Alison_Weir","England",,,
"http://dbpedia.org/resource/Leo_Butler","England",,,
"http://dbpedia.org/resource/Andrea_Ashworth","England",,,
"http://dbpedia.org/resource/Andrew_Brown_(writer)","England",,,
"http://dbpedia.org/resource/André_Brugiroux","France",,,
"http://dbpedia.org/resource/Ryū_Murakami","Japan",,,
"http://dbpedia.org/resource/Michael_J._Arlen","London",,,
"http://dbpedia.org/resource/Alison_Weir","London",,,
"http://dbpedia.org/resource/Jhumpa_Lahiri","London",,,
"http://dbpedia.org/resource/Andrew_Brown_(writer)","London",,,
"http://dbpedia.org/resource/Jeff_Melvoin","Massachusetts",,,
"http://dbpedia.org/resource/Allen_Zadoff","Massachusetts",,,
"http://dbpedia.org/resource/Sheppard_Solomon","New York (state)",,,
"http://dbpedia.org/resource/Andrew_Ross_Sorkin","New York (state)",,,
"http://dbpedia.org/resource/Algernon_Blackwood","Kent","English",,"Beckenham"
"http://dbpedia.org/resource/Algernon_Blackwood","Kent","English",,"Kent"
"http://dbpedia.org/resource/James_M._Cain","Annapolis, Maryland","American",,"University Park, Maryland"
"http://dbpedia.org/resource/Gertrude_Stein","Allegheny, Pennsylvania","American",,"Neuilly-sur-Seine"
"http://dbpedia.org/resource/Charlotte_MacLeod","New Brunswick","naturalized American",,"Lewiston, Maine"
"http://dbpedia.org/resource/Allen_Tate","United States","United States",,"Nashville, Tennessee"
"http://dbpedia.org/resource/Allen_Tate","United States","United States",,"United States"
"http://dbpedia.org/resource/Henry_Miller","New York City","American",,"Los Angeles"
"http://dbpedia.org/resource/Henry_Miller","New York City","American",,"Pacific Palisades, Los Angeles"
"http://dbpedia.org/resource/André_Schiffrin","Paris","French",,"Paris"
"http://dbpedia.org/resource/Alphonse_Jolly","Paris",,"http://dbpedia.org/resource/France","Compiègne"
"http://dbpedia.org/resource/André_Levinson","Saint Petersburg",,"http://dbpedia.org/resource/France","Paris"
"http://dbpedia.org/resource/André_Pieyre_de_Mandiargues","Paris",,"http://dbpedia.org/resource/France","France"
"http://dbpedia.org/resource/André_Pieyre_de_Mandiargues","Paris, France",,"http://dbpedia.org/resource/France","France"
"http://dbpedia.org/resource/André_Pieyre_de_Mandiargues","Paris",,"http://dbpedia.org/resource/France","Paris"
"http://dbpedia.org/resource/André_Pieyre_de_Mandiargues","Paris, France",,"http://dbpedia.org/resource/France","Paris"
"http://dbpedia.org/resource/James_Tiptree_Jr.","Chicago",,,"McLean, Virginia"
"http://dbpedia.org/resource/Arthur_E._Orloff","United States",,,"Beverly Hills, California"
"http://dbpedia.org/resource/Alice_Brown_(writer)","United States",,,"Boston"
"http://dbpedia.org/resource/Giorgio_Amendola","Rome",,,"Italy"
"http://dbpedia.org/resource/Arthur_Ripley","United States",,,"Los Angeles"
"http://dbpedia.org/resource/Frank_Howard_Clark","Pittsburgh",,,"Los Angeles"
"http://dbpedia.org/resource/Frank_Howard_Clark","Pittsburgh",,,"Los Angeles, California"
"http://dbpedia.org/resource/Alice_Brown_(writer)","United States",,,"Massachusetts"
"http://dbpedia.org/resource/Frank_McCourt","New York City",,,"New York (state)"
"http://dbpedia.org/resource/Frank_McCourt","New York City",,,"New York City"
"http://dbpedia.org/resource/Paul_Celan","Kingdom of Romania",,,"Paris"
"http://dbpedia.org/resource/Paul_Celan","Ukraine",,,"Paris"
"http://dbpedia.org/resource/Alice_Brown_(writer)","United States",,,"United States"
"http://dbpedia.org/resource/Arthur_E._Orloff","United States",,,"United States"
"http://dbpedia.org/resource/Angelos_Sikelianos","Greece",,,"Greece"
"http://dbpedia.org/resource/George_Wells_(screenwriter)","New York City",,,"Newport Beach, California"
"http://dbpedia.org/resource/Manon_Gropius","Austria",,,"Austria"
"http://dbpedia.org/resource/Annabelle_Moore","United States",,,"Chicago"
"http://dbpedia.org/resource/Annabelle_Moore","Chicago",,,"Chicago"
"http://dbpedia.org/resource/Inger_Christensen","Denmark",,,"Copenhagen"
"http://dbpedia.org/resource/Inger_Christensen","Denmark",,,"Denmark"
"http://dbpedia.org/resource/Aline_Poulin","Quebec",,,"Quebec"
"http://dbpedia.org/resource/Amelia_Rosselli","Paris",,,"Rome"
"http://dbpedia.org/resource/Giorgio_Amendola","Rome",,,"Rome"
"http://dbpedia.org/resource/Andrei_Zarin","Saint Petersburg",,,"USSR"
"http://dbpedia.org/resource/Manon_Gropius","Austria",,,"Vienna, Austria"
"http://dbpedia.org/resource/Aliaksei_Karpiuk","Poland",,,"Grodno"
