"writer","birthPlaceLabel","nationality","country","deathPlaceLabel"
"http://dbpedia.org/resource/Olaf_Stapledon","Merseyside",,,"Caldy"
"http://dbpedia.org/resource/Aryeh_Lev_Stollman","Michigan","Canadian-American","http://dbpedia.org/resource/Canada",
"http://dbpedia.org/resource/Jonathan_Evison","San Jose, California","American",,
"http://dbpedia.org/resource/Ramsey_Campbell","Merseyside","British",,
"http://dbpedia.org/resource/Tore_Renberg","Stavanger","Norwegian",,
"http://dbpedia.org/resource/Jessica_Amanda_Salmonson","Seattle","United States",,
"http://dbpedia.org/resource/Anabel_Torres","Bogotá","Colombian",,
"http://dbpedia.org/resource/Dennis_Hopeless","Kansas City, Missouri","American",,
"http://dbpedia.org/resource/Andrew_Pyper","Ontario","Canadian",,
"http://dbpedia.org/resource/Angelo_Pizzo","Chicago, Illinois","American",,
"http://dbpedia.org/resource/Angelo_Pizzo","Bloomington, Indiana","American",,
"http://dbpedia.org/resource/Rodney_Peppé","Eastbourne","UK",,
"http://dbpedia.org/resource/Jaime_de_Angulo","Paris, France","Spanish",,
"http://dbpedia.org/resource/Ann_Heberlein","Malmö","Swedish",,
"http://dbpedia.org/resource/Ann_Packer_(author)","Stanford, California","American",,
"http://dbpedia.org/resource/Leslie_Rule","Seattle","American",,
"http://dbpedia.org/resource/Leslie_Rule","Washington (U.S. state)","American",,
"http://dbpedia.org/resource/Patricia_Kay","Ohio","American",,
"http://dbpedia.org/resource/Tao_Lin","Alexandria, Virginia","United States",,
"http://dbpedia.org/resource/Hiroshi_Aramata","Tokyo","Japanese",,
"http://dbpedia.org/resource/Arthur_Golden","Chattanooga, Tennessee","American",,
"http://dbpedia.org/resource/Audrey_Howard","Merseyside","British",,
"http://dbpedia.org/resource/Jean_M._Auel","Chicago, Illinois","American",,
"http://dbpedia.org/resource/John_Elder_Robison","Athens, Georgia","American",,
"http://dbpedia.org/resource/Arve_Juritzen","Drammen",,"http://dbpedia.org/resource/Norway",
"http://dbpedia.org/resource/James_V._Hart","United States",,,
"http://dbpedia.org/resource/Andy_Quan","Vancouver",,,
"http://dbpedia.org/resource/Boris_Pahor","Austria-Hungary",,,
"http://dbpedia.org/resource/Aranka_Siegal","Czechoslovakia",,,
"http://dbpedia.org/resource/Arnaldur_Indriðason","Iceland",,,
"http://dbpedia.org/resource/Anton_Gill","Ilford",,,
"http://dbpedia.org/resource/Norm_Augustinus","Michigan",,,
"http://dbpedia.org/resource/Andy_Donato","Ontario",,,
"http://dbpedia.org/resource/Claire_Mowat","Ontario",,,
"http://dbpedia.org/resource/Ann_Ireland","Ontario",,,
"http://dbpedia.org/resource/Andrew_Williams_(novelist)","Sheffield",,,
"http://dbpedia.org/resource/Tetsuya_Ayukawa","Tokyo",,,
"http://dbpedia.org/resource/Anna_Bagriana","Ukraine",,,
"http://dbpedia.org/resource/Aranka_Siegal","Ukraine",,,
"http://dbpedia.org/resource/Isobelle_Carmody","Victoria (Australia)",,,
"http://dbpedia.org/resource/Ann_James","Victoria (Australia)",,,
"http://dbpedia.org/resource/Djenar_Maesa_Ayu","Jakarta",,,
"http://dbpedia.org/resource/Ti-Grace_Atkinson","Baton Rouge, Louisiana",,,
"http://dbpedia.org/resource/Andrew_Porter_(music_critic)","Cape Town",,,
"http://dbpedia.org/resource/Angela_Hernández_Nuñez","Dominican Republic",,,
"http://dbpedia.org/resource/Anton_Gill","Essex",,,
"http://dbpedia.org/resource/Andy_Hunt_(author)","Raleigh, North Carolina",,,
"http://dbpedia.org/resource/Andrew_W._Lewis","Savannah, Georgia",,,
"http://dbpedia.org/resource/J._Neil_Schulman","Forest Hills, Queens",,,
"http://dbpedia.org/resource/Sonja_Atanasijević","Federal Republic of Yugoslavia",,,
"http://dbpedia.org/resource/E._Allison_Hagood","Easley, South Carolina",,,
"http://dbpedia.org/resource/Artaballabha_Mohanty","Odisha",,,
"http://dbpedia.org/resource/Angelina_Muñiz-Huberman","Hyères",,,
"http://dbpedia.org/resource/Ana_Tasić","Belgrade",,,
"http://dbpedia.org/resource/Anna_Maria_Hall","Dublin","Irish",,"East Moulsey"
"http://dbpedia.org/resource/Lyubov_Dostoyevskaya","Dresden","Russian",,"Bolzano"
"http://dbpedia.org/resource/Lyubov_Dostoyevskaya","Dresden","Russian",,"Kingdom of Italy"
"http://dbpedia.org/resource/Ralph_Creed_Meredith","Dublin","Irish",,"England"
"http://dbpedia.org/resource/Ralph_Creed_Meredith","Ireland","Irish",,"England"
"http://dbpedia.org/resource/Ralph_Creed_Meredith","Dublin","Irish",,"Dorset"
"http://dbpedia.org/resource/Ralph_Creed_Meredith","Ireland","Irish",,"Dorset"
"http://dbpedia.org/resource/Ralph_Creed_Meredith","Dublin","Irish",,"Poole"
"http://dbpedia.org/resource/Ralph_Creed_Meredith","Ireland","Irish",,"Poole"
"http://dbpedia.org/resource/Arthur_Upfield","Gosport","English/Australian",,"Bowral, New South Wales"
"http://dbpedia.org/resource/Arthur_Upfield","Gosport","English/Australian",,"New South Wales"
"http://dbpedia.org/resource/Myrtle_Reed","Chicago","American",,"Illinois"
"http://dbpedia.org/resource/Myrtle_Reed","Chicago","American",,"Chicago"
"http://dbpedia.org/resource/Roger_Ebert","Urbana, Illinois","American",,"Illinois"
"http://dbpedia.org/resource/Roger_Ebert","Urbana, Illinois","American",,"Chicago"
"http://dbpedia.org/resource/Audrey_Brettle","Staffordshire","British",,"Warwickshire"
"http://dbpedia.org/resource/Audrey_Brettle","Staffordshire","British",,"Nuneaton"
"http://dbpedia.org/resource/Harriet_Martineau","United Kingdom of Great Britain and Ireland","British",,"United Kingdom of Great Britain and Ireland"
"http://dbpedia.org/resource/Harriet_Martineau","United Kingdom of Great Britain and Ireland","British",,"Ambleside"
"http://dbpedia.org/resource/Knut_Hamsun","Norway","Norwegian",,"Grimstad"
"http://dbpedia.org/resource/Knut_Hamsun","Norway","Norwegian",,"Norway"
"http://dbpedia.org/resource/Knut_Hamsun","Norway","Norwegian",,"Nørholm"
"http://dbpedia.org/resource/Wilhelm_Jacoby","Mainz",,"http://dbpedia.org/resource/Germany","Wiesbaden"
"http://dbpedia.org/resource/Aude_(writer)","Montreal",,"http://dbpedia.org/resource/Canada","Quebec City"
"http://dbpedia.org/resource/Aude_(writer)","Quebec",,"http://dbpedia.org/resource/Canada","Quebec City"
"http://dbpedia.org/resource/Aude_(writer)","Montreal",,"http://dbpedia.org/resource/Canada","Quebec"
"http://dbpedia.org/resource/Aude_(writer)","Quebec",,"http://dbpedia.org/resource/Canada","Quebec"
"http://dbpedia.org/resource/August_Lewald","Königsberg",,"http://dbpedia.org/resource/Germany","Baden-Baden"
"http://dbpedia.org/resource/Augusto_De_Angelis","Rome",,"http://dbpedia.org/resource/Italy","Bellagio, Lombardy"
"http://dbpedia.org/resource/Andrzej_Kijowski","Kraków",,,"Warsaw"
"http://dbpedia.org/resource/Birgitta_Trotzig","Sweden",,,"Lund"
"http://dbpedia.org/resource/Jacob_Grimm","Hanau",,,"Berlin"
"http://dbpedia.org/resource/Thomas_Moore","Dublin",,,"England"
"http://dbpedia.org/resource/Thomas_Moore","Ireland",,,"England"
"http://dbpedia.org/resource/Arthur_Henry_Neumann","United Kingdom of Great Britain and Ireland",,,"England"
"http://dbpedia.org/resource/Thomas_Carlyle","United Kingdom of Great Britain and Ireland",,,"England"
"http://dbpedia.org/resource/Allison_Davis","Washington, D.C.",,,"Illinois"
"http://dbpedia.org/resource/Russell_Hoban","Lansdale, Pennsylvania",,,"London"
"http://dbpedia.org/resource/Arthur_Henry_Neumann","United Kingdom of Great Britain and Ireland",,,"London"
"http://dbpedia.org/resource/Thomas_Carlyle","United Kingdom of Great Britain and Ireland",,,"London"
"http://dbpedia.org/resource/James_Leo_Herlihy","Detroit",,,"Los Angeles"
"http://dbpedia.org/resource/Hal_Yates","Chicago",,,"Los Angeles"
"http://dbpedia.org/resource/Hal_Yates","Chicago",,,"Los Angeles, California"
"http://dbpedia.org/resource/John_Leonard_(critic)","Washington, D.C.",,,"New York (state)"
"http://dbpedia.org/resource/John_Leonard_(critic)","Washington, D.C.",,,"New York City"
"http://dbpedia.org/resource/Andrzej_Kijowski","Kraków",,,"Poland"
"http://dbpedia.org/resource/James_Leo_Herlihy","Detroit",,,"United States"
"http://dbpedia.org/resource/Miguel_de_Cervantes","Alcalá de Henares",,,"Madrid"
"http://dbpedia.org/resource/James_Leo_Herlihy","Detroit",,,"California"
"http://dbpedia.org/resource/Allison_Davis","Washington, D.C.",,,"Chicago"
"http://dbpedia.org/resource/Jens_Bjørneboe","Norway",,,"Norway"
"http://dbpedia.org/resource/Ary_dos_Santos","Portugal",,,"Portugal"
"http://dbpedia.org/resource/Ary_dos_Santos","Lisbon",,,"Portugal"
"http://dbpedia.org/resource/Barbro_Alving","Sweden",,,"Stockholm"
"http://dbpedia.org/resource/Barbro_Alving","Sweden",,,"Sweden"
"http://dbpedia.org/resource/Birgitta_Trotzig","Sweden",,,"Sweden"
"http://dbpedia.org/resource/Arthur_Henry_Neumann","United Kingdom of Great Britain and Ireland",,,"United Kingdom of Great Britain and Ireland"
"http://dbpedia.org/resource/Thomas_Carlyle","United Kingdom of Great Britain and Ireland",,,"United Kingdom of Great Britain and Ireland"
"http://dbpedia.org/resource/Olaf_Stapledon","United Kingdom of Great Britain and Ireland",,,"United Kingdom of Great Britain and Ireland"
"http://dbpedia.org/resource/Andrzej_Bursa","Kraków",,,"Kraków"
"http://dbpedia.org/resource/Ary_dos_Santos","Portugal",,,"Lisbon"
"http://dbpedia.org/resource/Ary_dos_Santos","Lisbon",,,"Lisbon"
"http://dbpedia.org/resource/Alykul_Osmonov","Kyrgyzstan",,,"Kyrgyzstan"
"http://dbpedia.org/resource/Alykul_Osmonov","Bishkek",,,"Kyrgyzstan"
"http://dbpedia.org/resource/Alykul_Osmonov","Kyrgyzstan",,,"Bishkek"
"http://dbpedia.org/resource/Alykul_Osmonov","Bishkek",,,"Bishkek"
"http://dbpedia.org/resource/John_Leonard_(critic)","Washington, D.C.",,,"Manhattan"
"http://dbpedia.org/resource/Alykul_Osmonov","Kyrgyzstan",,,"Soviet Union"
"http://dbpedia.org/resource/Alykul_Osmonov","Bishkek",,,"Soviet Union"
"http://dbpedia.org/resource/Danilo_Lokar","Ajdovščina",,,"Socialist Federal Republic of Yugoslavia"
"http://dbpedia.org/resource/Garcilaso_de_la_Vega_(poet)","Toledo, Spain",,,"Nice"
"http://dbpedia.org/resource/Danilo_Lokar","Ajdovščina",,,"Ljubljana"
"http://dbpedia.org/resource/Arthur_Henry_Neumann","United Kingdom of Great Britain and Ireland",,,"Westminster"
"http://dbpedia.org/resource/Danilo_Lokar","Ajdovščina",,,"Socialist Republic of Slovenia"
"http://dbpedia.org/resource/Jens_Bjørneboe","Norway",,,"Tønsberg"
"http://dbpedia.org/resource/August_Lafontaine","Braunschweig",,,"Halle (Saale)"
"http://dbpedia.org/resource/Jacob_Grimm","Hanau",,,"Kingdom of Prussia"
"http://dbpedia.org/resource/Thomas_Moore","Dublin",,,"Bromham, Wiltshire"
"http://dbpedia.org/resource/Thomas_Moore","Ireland",,,"Bromham, Wiltshire"
"http://dbpedia.org/resource/Miguel_de_Cervantes","Alcalá de Henares",,,"Habsburg Spain"
"http://dbpedia.org/resource/Carl_Erik_Soya","Copenhagen",,,"Rudkøbing"
"http://dbpedia.org/resource/Carl_Erik_Soya","Denmark",,,"Rudkøbing"
"http://dbpedia.org/resource/Garcilaso_de_la_Vega_(poet)","Toledo, Spain",,,"Duchy of Savoy"
"http://dbpedia.org/resource/Olaf_Stapledon","United Kingdom of Great Britain and Ireland",,,"Caldy"
"http://dbpedia.org/resource/Jens_Bjørneboe","Norway",,,"Nøtterøy"
"http://dbpedia.org/resource/Jens_Bjørneboe","Norway",,,"Veierland"
"http://dbpedia.org/resource/Andy_Sinclair","Quebec","Canadian","http://dbpedia.org/resource/Canada",
"http://dbpedia.org/resource/Angela_Bourke","Dublin","Irish","http://dbpedia.org/resource/Ireland",
"http://dbpedia.org/resource/Aryeh_Lev_Stollman","Detroit","Canadian-American","http://dbpedia.org/resource/Canada",
"http://dbpedia.org/resource/Tore_Renberg","Norway","Norwegian",,
"http://dbpedia.org/resource/Alvaro_Bermejo","San Sebastián","Spanish",,
"http://dbpedia.org/resource/James_Rollins","Chicago","American",,
"http://dbpedia.org/resource/Ana_Castillo","Chicago","American",,
"http://dbpedia.org/resource/Andrew_O'Hagan","Glasgow, Scotland","Scottish",,
"http://dbpedia.org/resource/Andy_Hamilton_(author)","Northampton","British",,
"http://dbpedia.org/resource/Barrett_Tillman","Oregon","United States",,
"http://dbpedia.org/resource/Angeline_Hango","Quebec","Canadian",,
"http://dbpedia.org/resource/Angelo_Pizzo","Chicago","American",,
"http://dbpedia.org/resource/Britt_Allcroft","Worthing","English, French",,
"http://dbpedia.org/resource/Ann_Beattie","Washington, D.C.","American",,
"http://dbpedia.org/resource/Ann_Packer_(author)","California","American",,
"http://dbpedia.org/resource/Arthur_Guirdham","Cumbria","British",,
"http://dbpedia.org/resource/Richard_Roeper","Chicago","American",,
"http://dbpedia.org/resource/Jean_M._Auel","Chicago","American",,
"http://dbpedia.org/resource/Gary_Duggan","Dublin",,"http://dbpedia.org/resource/Ireland",
"http://dbpedia.org/resource/Antonella_Anedda","Rome",,"http://dbpedia.org/resource/Italy",
"http://dbpedia.org/resource/Claire_Holden_Rothman","Montreal",,"http://dbpedia.org/resource/Canada",
"http://dbpedia.org/resource/Claire_Holden_Rothman","Quebec",,"http://dbpedia.org/resource/Canada",
"http://dbpedia.org/resource/Astrid_Tollefsen","Stockholm",,"http://dbpedia.org/resource/Norway",
"http://dbpedia.org/resource/Martine_Audet","Quebec",,"http://dbpedia.org/resource/Canada",
"http://dbpedia.org/resource/Martine_Audet","Montreal",,"http://dbpedia.org/resource/Canada",
"http://dbpedia.org/resource/Sonja_Atanasijević","Belgrade",,,
"http://dbpedia.org/resource/Jack_Epps_Jr.","Detroit",,,
"http://dbpedia.org/resource/Norm_Augustinus","Detroit",,,
"http://dbpedia.org/resource/Michael_Scott_(Irish_author)","Dublin",,,
"http://dbpedia.org/resource/Linn_Ullmann","Norway",,,
"http://dbpedia.org/resource/Angela_Bianchini","Rome",,,
"http://dbpedia.org/resource/Jonas_Hassen_Khemiri","Stockholm",,,
"http://dbpedia.org/resource/Joanna_Rubin_Dranger","Stockholm",,,
"http://dbpedia.org/resource/Lars_Norén","Stockholm",,,
"http://dbpedia.org/resource/Karin_Alvtegen","Sweden",,,
"http://dbpedia.org/resource/Joanna_Rubin_Dranger","Sweden",,,
"http://dbpedia.org/resource/Andrew_Migliore","Washington, D.C.",,,
"http://dbpedia.org/resource/Ana_Fischel","Cambridge",,,
"http://dbpedia.org/resource/Alona_Frankel","Kraków",,,
"http://dbpedia.org/resource/Andrzej_Tadeusz_Kijowski","Kraków",,,
"http://dbpedia.org/resource/Arantxa_Urretabizkaia","San Sebastián",,,
"http://dbpedia.org/resource/Angela_Arney","Hampshire",,,
"http://dbpedia.org/resource/Derek_Humphry","Bath, England",,,
"http://dbpedia.org/resource/Ally_Condie","Cedar City, Utah",,,
"http://dbpedia.org/resource/Juan_Ruiz","Alcalá de Henares",,,
"http://dbpedia.org/resource/Fernando_Arrabal","Melilla",,,
"http://dbpedia.org/resource/Jacob_Cats","Brouwershaven","Dutch",,"The Hague"
"http://dbpedia.org/resource/Alonzo_Delano","Aurora, Erie County, New York","American",,"Grass Valley, California"
"http://dbpedia.org/resource/Alvarenga_Peixoto","Rio de Janeiro","Portuguese Empire",,"Ambaca"
"http://dbpedia.org/resource/Alvarenga_Peixoto","Rio de Janeiro","Portuguese Empire",,"Portuguese Angola"
"http://dbpedia.org/resource/Artur_Azevedo","Brazil","Brazilian",,"Brazil"
"http://dbpedia.org/resource/Artur_Azevedo","Brazil","Brazilian",,"Rio de Janeiro"
"http://dbpedia.org/resource/Joseph_Alexander_Altsheler","Kentucky","American",,"New York City"
"http://dbpedia.org/resource/Jerry_Belson","El Centro, California","American",,"Los Angeles"
"http://dbpedia.org/resource/Jerry_Belson","El Centro, California","American",,"Los Angeles, California"
"http://dbpedia.org/resource/Amar_Goswami","Undivided India","Indian",,"Ghaziabad, Uttar Pradesh"
"http://dbpedia.org/resource/Andrew_Mango","Turkey","British",,"London"
"http://dbpedia.org/resource/Angelico_Chavez","Wagon Mound, New Mexico","US",,"Santa Fe, New Mexico"
"http://dbpedia.org/resource/Arshi_Pipa","Albania","Albanian",,"Washington, D.C."
"http://dbpedia.org/resource/Arthur_F._H._Mills","Stratton, Cornwall","British",,"United Kingdom"
"http://dbpedia.org/resource/Arthur_F._H._Mills","Stratton, Cornwall","British",,"Hampshire"
"http://dbpedia.org/resource/Arthur_J._Burks","Waterville, Washington","United States",,"Pennsylvania"
"http://dbpedia.org/resource/Arthur_J._Burks","Waterville, Washington","United States",,"Paradise, Pennsylvania"
"http://dbpedia.org/resource/Lady_Dorothy_Mills","Kensington, London","British",,"Brighton"
"http://dbpedia.org/resource/Sax_Rohmer","Birmingham","British",,"White Plains, New York"
"http://dbpedia.org/resource/Arthur_Wallace","Bear River City, Utah","American",,"Santa Monica, California"
"http://dbpedia.org/resource/Augusto_dos_Anjos","Cruz do Espírito Santo","Brazilian",,"Brazil"
"http://dbpedia.org/resource/Augusto_dos_Anjos","Sapé, Paraíba","Brazilian",,"Brazil"
"http://dbpedia.org/resource/Augusto_dos_Anjos","Brazil","Brazilian",,"Brazil"
"http://dbpedia.org/resource/Augusto_dos_Anjos","Cruz do Espírito Santo","Brazilian",,"Leopoldina, Minas Gerais"
"http://dbpedia.org/resource/Augusto_dos_Anjos","Sapé, Paraíba","Brazilian",,"Leopoldina, Minas Gerais"
"http://dbpedia.org/resource/Augusto_dos_Anjos","Brazil","Brazilian",,"Leopoldina, Minas Gerais"
"http://dbpedia.org/resource/Humayun_Azad","British India","Bangladeshi",,"Munich"
"http://dbpedia.org/resource/August_Becker_(author)","Klingenmünster",,"http://dbpedia.org/resource/Germany","Eisenach"
"http://dbpedia.org/resource/Augusta_Klein","Steyning",,"http://dbpedia.org/resource/England","Oxford"
"http://dbpedia.org/resource/Arvid_Genetz","Impilahti",,,"Helsinki"
"http://dbpedia.org/resource/Clifford_D._Simak","Wisconsin",,,"Minneapolis"
"http://dbpedia.org/resource/Arshaguhi_Teotig","Ottoman Turkey",,,"Lausanne"
"http://dbpedia.org/resource/Angela_Brazil","Lancashire",,,"Warwickshire"
"http://dbpedia.org/resource/George_Harmon_Coxe","New York",,,"Old Lyme, Connecticut"
"http://dbpedia.org/resource/August_Dillmann","German Confederation",,,"Berlin"
"http://dbpedia.org/resource/August_Dillmann","Illingen, Baden-Württemberg",,,"Berlin"
"http://dbpedia.org/resource/Andrew_Macphail","Orwell, Prince Edward Island",,,"Canada"
"http://dbpedia.org/resource/Arthur_Henry_Neumann","Hockliffe",,,"England"
"http://dbpedia.org/resource/Thomas_Carlyle","Scotland",,,"England"
"http://dbpedia.org/resource/Auguste_Le_Breton","Lesneven",,,"France"
"http://dbpedia.org/resource/Auguste_Le_Breton","Britanny",,,"France"
"http://dbpedia.org/resource/Sunil_Gangopadhyay","British India",,,"India"
"http://dbpedia.org/resource/Arthur_Henry_Neumann","Hockliffe",,,"London"
"http://dbpedia.org/resource/Thomas_Carlyle","Scotland",,,"London"
"http://dbpedia.org/resource/Antoni_Kucharczyk","Bęczyn, Lesser Poland Voivodeship",,,"Poland"
"http://dbpedia.org/resource/Arshaguhi_Teotig","Ottoman Turkey",,,"Switzerland"
"http://dbpedia.org/resource/Kirk_Alyn","New Jersey",,,"United States"
"http://dbpedia.org/resource/Pablo_Neruda","Parral, Chile",,,"Chile"
"http://dbpedia.org/resource/Pablo_Neruda","Maule Region",,,"Chile"
"http://dbpedia.org/resource/Clifford_D._Simak","Wisconsin",,,"Minnesota"
"http://dbpedia.org/resource/Arandzar","Ankara Vilayet",,,"Adana"
"http://dbpedia.org/resource/Andrew_Macphail","Orwell, Prince Edward Island",,,"Montreal"
"http://dbpedia.org/resource/Andrew_Macphail","Orwell, Prince Edward Island",,,"Quebec"
"http://dbpedia.org/resource/Arthur_Henry_Neumann","Hockliffe",,,"United Kingdom of Great Britain and Ireland"
"http://dbpedia.org/resource/Thomas_Carlyle","Scotland",,,"United Kingdom of Great Britain and Ireland"
"http://dbpedia.org/resource/Álvaro_de_Campos","Tavira",,,"Lisbon"
"http://dbpedia.org/resource/Kirk_Alyn","New Jersey",,,"The Woodlands, Texas"
"http://dbpedia.org/resource/George_Harmon_Coxe","New York",,,"New London County, Connecticut"
"http://dbpedia.org/resource/Alojz_Gradnik","Gorizia and Gradisca",,,"Medana"
"http://dbpedia.org/resource/Alojz_Gradnik","Medana",,,"Medana"
"http://dbpedia.org/resource/Ann_Rule","Lowell, Michigan",,,"Burien, Washington"
"http://dbpedia.org/resource/Anton_Schnack","Rieneck",,,"Kahl am Main"
"http://dbpedia.org/resource/Antoni_Kucharczyk","Bęczyn, Lesser Poland Voivodeship",,,"Paszkówka"
"http://dbpedia.org/resource/Arandzar","Ankara Vilayet",,,"Ottoman Turkey"
"http://dbpedia.org/resource/Arthur_Elmore_Bostwick","Litchfield, Connecticut",,,"Oak Grove, Jackson County, Missouri"
"http://dbpedia.org/resource/Auguste_Lorieux","Le Croisic",,,"Eaux-Bonnes"
"http://dbpedia.org/resource/Ausiàs_March","Beniarjó",,,"Kingdom of Valencia"
"http://dbpedia.org/resource/Ausiàs_March","Kingdom of Valencia",,,"Kingdom of Valencia"
"http://dbpedia.org/resource/Aluísio_Azevedo","Brazil",,,"Argentina"
"http://dbpedia.org/resource/Augusto_Boal","Brazil",,,"Brazil"
"http://dbpedia.org/resource/Augusto_Boal","Rio de Janeiro",,,"Brazil"
"http://dbpedia.org/resource/Aluísio_Azevedo","Brazil",,,"Buenos Aires"
"http://dbpedia.org/resource/George_Harmon_Coxe","New York",,,"Connecticut"
"http://dbpedia.org/resource/August_Dillmann","German Confederation",,,"German Empire"
"http://dbpedia.org/resource/August_Dillmann","Illingen, Baden-Württemberg",,,"German Empire"
"http://dbpedia.org/resource/Arthur_Herzog","New York",,,"New York"
"http://dbpedia.org/resource/Augusto_Boal","Brazil",,,"Rio de Janeiro"
"http://dbpedia.org/resource/Augusto_Boal","Rio de Janeiro",,,"Rio de Janeiro"
"http://dbpedia.org/resource/Kirk_Alyn","New Jersey",,,"Texas"
"http://dbpedia.org/resource/Pablo_Neruda","Parral, Chile",,,"Santiago"
"http://dbpedia.org/resource/Pablo_Neruda","Maule Region",,,"Santiago"
"http://dbpedia.org/resource/Alojz_Gradnik","Gorizia and Gradisca",,,"Ljubljana"
"http://dbpedia.org/resource/Alojz_Gradnik","Medana",,,"Ljubljana"
"http://dbpedia.org/resource/Anton_Ingolič","Spodnja Polskava",,,"Ljubljana"
"http://dbpedia.org/resource/Pablo_Neruda","Parral, Chile",,,"Santiago, Chile"
"http://dbpedia.org/resource/Pablo_Neruda","Maule Region",,,"Santiago, Chile"
"http://dbpedia.org/resource/Ausiàs_March","Beniarjó",,,"Valencia"
"http://dbpedia.org/resource/Ausiàs_March","Kingdom of Valencia",,,"Valencia"
"http://dbpedia.org/resource/Arthur_Henry_Neumann","Hockliffe",,,"Westminster"
"http://dbpedia.org/resource/France_Prešeren","Vrba, Žirovnica",,,"Kranj"
"http://dbpedia.org/resource/Auguste_Le_Breton","Lesneven",,,"Saint-Germain-en-Laye"
"http://dbpedia.org/resource/Auguste_Le_Breton","Britanny",,,"Saint-Germain-en-Laye"
"http://dbpedia.org/resource/Alojz_Gradnik","Gorizia and Gradisca",,,"Socialist Republic of Slovenia"
"http://dbpedia.org/resource/Alojz_Gradnik","Medana",,,"Socialist Republic of Slovenia"
"http://dbpedia.org/resource/Shaktipada_Rajguru","British India","Indian",,"Kolkata"
"http://dbpedia.org/resource/Johanna_Sibelius","German Empire",,"http://dbpedia.org/resource/Germany","Starnberg"
"http://dbpedia.org/resource/Anton_Ingolič","Spodnja Polskava",,,"Slovenia"
"http://dbpedia.org/resource/Angela_Brazil","Lancashire",,,"Coventry"
"http://dbpedia.org/resource/Sunil_Gangopadhyay","British India",,,"Kolkata"
"http://dbpedia.org/resource/William_Edmondstoune_Aytoun","Edinburgh",,,"Elgin, Moray"
"http://dbpedia.org/resource/Andrew_Murray_(minister)","Graaff Reinet",,,"Wellington, Western Cape"
"http://dbpedia.org/resource/Erich_Auerbach","German Empire",,,"Wallingford, Connecticut"
"http://dbpedia.org/resource/George_Harmon_Coxe","New York",,,"U.S."
"http://dbpedia.org/resource/Ausiàs_March","Beniarjó",,,"València"
"http://dbpedia.org/resource/Ausiàs_March","Kingdom of Valencia",,,"València"
"http://dbpedia.org/resource/France_Prešeren","Vrba, Žirovnica",,,"Austrian Empire"
"http://dbpedia.org/resource/William_Edmondstoune_Aytoun","Edinburgh",,,"Lhanbryde"
"http://dbpedia.org/resource/Andy_Sinclair","Cowansville","Canadian","http://dbpedia.org/resource/Canada",
"http://dbpedia.org/resource/Ann_Copeland","Connecticut","American-Canadian","http://dbpedia.org/resource/Canada",
"http://dbpedia.org/resource/Alois_Hotschnig","Berg im Drautal","Austrian",,
"http://dbpedia.org/resource/Altaf_Shaikh","Hala, Sindh","Pakistani",,
"http://dbpedia.org/resource/Alyssa_Pierce","Hudson County","American",,
"http://dbpedia.org/resource/Alyssa_Pierce","Jersey City","American",,
"http://dbpedia.org/resource/Alyssa_Pierce","New Jersey","American",,
"http://dbpedia.org/resource/Andrew_McGahan","Dalby, Queensland","Australian",,
"http://dbpedia.org/resource/Andy_Coogan","Scotland","Scottish",,
"http://dbpedia.org/resource/Emily_Rooney","Connecticut","American",,
"http://dbpedia.org/resource/James_Duff_(writer)","New Orleans, Louisiana","American",,
"http://dbpedia.org/resource/Angeline_Hango","Arvida","Canadian",,
"http://dbpedia.org/resource/Angus_Watson","Hexham, Northumberland","British",,
"http://dbpedia.org/resource/Ann_Major","Texas","American",,
"http://dbpedia.org/resource/Eugene_Yelchin","Soviet Union","American",,
"http://dbpedia.org/resource/Audrey_Niffenegger","South Haven, Michigan","American",,
"http://dbpedia.org/resource/John_Elder_Robison","Georgia (U.S. state)","American",,
"http://dbpedia.org/resource/Azhar_Sabri","Gaya district","Indian",,
"http://dbpedia.org/resource/K._A._Bedford","Western Australia",,"http://dbpedia.org/resource/Australia",
"http://dbpedia.org/resource/K._J._Bishop","Melbourne, Australia",,"http://dbpedia.org/resource/Australia",
"http://dbpedia.org/resource/Amanda_Stewart","Sydney",,"http://dbpedia.org/resource/Australia",
"http://dbpedia.org/resource/Satyam_Sankaramanchi","Amaravathi (village), Guntur district",,"http://dbpedia.org/resource/India",
"http://dbpedia.org/resource/Satyam_Sankaramanchi","Amaravathi village, Guntur district",,"http://dbpedia.org/resource/India",
"http://dbpedia.org/resource/Angelina_Maccarone","Pulheim",,"http://dbpedia.org/resource/Germany",
"http://dbpedia.org/resource/Ann_Harriet_Hughes","Talsarnau",,"http://dbpedia.org/resource/United_Kingdom",
"http://dbpedia.org/resource/Ann_Harriet_Hughes","Talsarnau",,"http://dbpedia.org/resource/Wales",
"http://dbpedia.org/resource/Anna_Couani","Sydney",,"http://dbpedia.org/resource/Australia",
"http://dbpedia.org/resource/Arto_Paasilinna","Kittilä",,,
"http://dbpedia.org/resource/Alojz_Rebula","San Pelagio",,,
"http://dbpedia.org/resource/Ambarish_Srivastava","Sitapur",,,
"http://dbpedia.org/resource/Ana_Tena","Huesca province",,,
"http://dbpedia.org/resource/Angela_Sidney","Carcross",,,
"http://dbpedia.org/resource/Angela_Sidney","Carcross, Yukon",,,
"http://dbpedia.org/resource/Angela_Hernández_Nuñez","Jarabacoa",,,
